"車站日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2016/8/30,11256,31647,76631,94412,50821,28969,23041,7825,5979,26856,4564,9111,13188,17265,20133,34336,31702,11473,15815,6945,15269,16800,9534,57763,4590,23156,21429,31694,41366,30026,18161,52055,36180,63614,59320,17611,71185,53830,49742,41312,50559,278328,74086,45634,47979,51251,63339,54354,45084,26512,59816,14822,18139,35817,20116,6746,5628,21685,19052,13514,66781,13897,25733,13307,41540,39532,55397,75121,80130,51194,53336,129663,41502,63674,76585,45072,114251,40589,33221,29881,30548,21166,53224,34016,15431,16166,78206,46839,43911,45378,15816,23166,9271,8847,9086,18930,17786,24484,34522,54657,48642,24778,24980,23361,21569,22869,17405,16607,0,0,0,0,0,0,0,0,0,0,0
2016/8/31,11563,31370,76771,95054,51593,29425,23122,7858,5983,28716,4477,8894,12798,17334,19630,34094,32076,11639,16470,7146,16096,16788,9928,68874,4603,22813,22240,32585,41793,30060,18806,53855,37026,64376,60202,17396,71475,54863,50113,41842,50740,279105,74548,45420,48386,51572,64130,53984,45188,26062,61042,15193,17924,35481,19345,6911,5523,21809,19365,13293,65084,14484,29743,13886,42316,39640,55782,76178,80475,52722,54880,128559,42146,66897,78085,46047,114344,41175,33776,29918,33666,21411,51794,34638,15363,15994,79496,43453,44735,45186,16062,22571,9484,8846,9008,19149,17819,24383,34409,55070,48749,24840,24835,23708,21603,23131,17574,17126,0,0,0,0,0,0,0,0,0,0,0
2016/9/1,12363,31776,78040,95304,51212,28522,23257,7914,6152,26841,4618,8742,11466,17451,20352,33868,32187,11673,16097,6934,15880,16750,9619,72488,4679,22956,22061,32435,42692,30576,18397,53596,37204,64205,59385,17856,71750,54519,50393,41435,49931,286970,72901,44993,48086,51074,64487,53082,44924,25843,59282,15157,18091,36529,18693,6850,5643,21986,19073,13203,64616,14325,23432,13807,41739,39002,56005,75528,79877,52509,57908,127865,42250,67000,79223,47580,115426,41043,33619,30727,35064,22181,53222,34480,14865,15753,79863,49299,44239,45508,15970,23157,9207,8866,8997,19054,17848,25182,34955,57825,49164,24979,24878,23648,21858,23164,17727,17227,0,0,0,0,0,0,0,0,0,0,0
2016/9/2,13373,33130,79665,106791,53361,30275,24437,8173,6272,29857,4797,8881,12022,16653,22841,35417,33538,12996,17421,7447,16675,17775,10803,78239,4969,23820,22994,34227,45373,31230,19558,56767,40160,66637,62386,18001,75756,56902,52898,43059,52534,340090,80250,47278,51313,55552,65810,56760,47635,26774,60818,15775,18942,37082,19805,7288,5819,21875,19354,13503,67907,14950,24348,14584,43591,39933,58991,85229,81994,54162,56860,145917,45586,73910,85791,52581,129856,42979,35257,31382,40318,21185,77260,36457,15870,16699,82162,48779,47639,45533,16364,23619,9755,9135,9365,20217,19140,27094,36229,59503,52678,26075,26129,25353,22919,24284,18944,17940,0,0,0,0,0,0,0,0,0,0,0
2016/9/3,11028,24217,50511,108045,38958,22006,18616,7892,5816,22298,3967,5892,15176,13986,30305,12876,14706,8860,15439,8462,13029,14361,4793,58122,4938,23523,21714,31054,35935,32879,19602,63279,40584,60375,104835,11218,71100,52504,47395,40664,67254,379679,81963,42102,39789,62676,79286,56554,44528,19947,52137,14197,13456,34277,36845,6800,4537,17309,18491,12010,86041,12373,23764,13189,37704,31678,57561,85278,72966,45782,57298,171543,37611,85913,79874,43725,114815,35263,30604,20474,31335,17862,79210,29543,32023,14415,44608,34470,36395,40430,16545,21711,11106,5561,9592,16413,18732,21382,28991,44644,59488,23224,22184,25139,19226,23163,16058,16393,0,0,0,0,0,0,0,0,0,0,0
2016/9/4,10480,18786,35236,86846,25781,16720,14415,6549,4245,17268,3589,5788,19171,11529,22089,10339,11625,7096,11913,7828,10061,11095,3683,31074,4222,21383,16293,23697,27884,26343,14974,54689,32386,44497,47371,7783,55490,41912,35700,33455,22690,334619,67667,29113,36440,56493,65257,47384,36218,15301,43006,11060,10803,30769,34446,5767,3400,16373,15703,9973,84876,11360,19419,10962,31624,24769,46601,74625,57317,38068,50134,143889,25592,73479,61414,39737,98278,25863,24576,16895,24541,15967,75973,20962,19338,10893,33704,21516,26324,30217,14198,16746,7110,4372,7506,13739,14887,18675,22695,35713,42984,18865,18454,18334,15865,18964,13765,13712,0,0,0,0,0,0,0,0,0,0,0
2016/9/5,12428,30641,74281,90216,50100,27848,23146,7977,5939,26844,4390,8619,9070,17960,19215,33899,31973,11276,15950,6688,15558,16522,9473,54271,4519,22763,21201,31700,42455,30940,18099,52903,36138,64281,56508,20934,71345,53611,49333,41043,51282,294155,70148,46273,48285,51651,66297,54120,44016,26376,61796,14874,17836,35813,17655,6580,5717,26712,19431,13444,67182,14196,22441,13878,41047,39097,53784,74702,77610,51493,54958,133738,40190,66431,75074,44149,114843,39390,33046,29318,30204,20813,72972,33387,14375,15984,78392,46073,43798,43660,17344,22061,9289,8772,9239,19171,18067,24887,34561,55730,47362,24704,24793,23101,21647,23696,18630,17469,0,0,0,0,0,0,0,0,0,0,0
2016/9/6,12266,31028,76688,92887,51092,29015,23834,7912,6174,27084,4636,8944,11326,17841,19703,35766,32164,11384,15898,6578,15226,16807,9512,56320,4415,23225,21671,31694,42983,31346,18494,53329,37323,65683,59577,18126,71332,54067,50334,41507,51789,284902,72943,46304,48738,51645,68068,57274,45431,26757,62829,15383,18256,35506,17659,6791,5751,27150,19887,13450,67836,14306,22647,13422,40949,40018,55706,75506,80543,51961,54578,132952,42906,69309,76854,45128,114771,40847,33411,29565,30708,20928,54483,33272,14786,16268,79117,47026,44533,44815,18781,25336,9980,9025,9120,19326,18122,24774,34677,56037,50257,25098,25027,23862,21877,23365,18796,17349,0,0,0,0,0,0,0,0,0,0,0
2016/9/7,12400,31454,77467,94507,51827,30212,23730,8042,6234,27701,4586,8964,12353,19705,21466,36112,32208,11544,16625,6905,15839,17115,9615,66784,4524,23063,22355,32634,43793,32478,18644,54905,37562,66468,63427,19639,71626,55024,50572,41736,51643,288834,74657,47194,48906,51609,70234,57062,45902,26865,63467,15161,18178,36198,17718,6723,5813,26769,19818,13734,69531,14392,22706,13827,41885,40691,55479,77323,81049,52669,54861,136480,43736,68007,77613,45252,114710,40915,33755,30194,34616,21156,54912,34330,14741,16237,80673,48431,45899,44957,19380,23437,9763,9183,9277,19583,18407,24898,35181,56753,48689,25244,25507,24709,22353,23262,19247,17802,0,0,0,0,0,0,0,0,0,0,0
2016/9/8,12628,31971,78534,99957,52797,29796,23854,8159,6388,29356,4660,8886,12186,19444,21262,34237,32452,11569,16233,6777,15783,16781,10289,68706,4759,23347,22433,32764,43110,32281,18690,57064,37911,66382,61208,18195,72350,54880,50705,42415,51354,294527,74521,45996,48531,51893,70412,56724,47033,26333,63435,15112,18413,36502,17266,6900,5877,26038,19773,13971,69791,14540,22890,13631,42510,41375,56496,77352,79911,52884,54372,133197,46185,69337,78048,45533,121048,41387,33884,30472,35952,21687,58580,34420,15240,16355,81446,51363,45220,45165,19993,23423,9653,9113,9373,19310,17976,25286,34851,57629,50147,25241,25259,23922,22257,23627,19291,17546,0,0,0,0,0,0,0,0,0,0,0
2016/9/9,13477,33710,82881,107941,54646,32233,25096,8742,6021,30873,4758,9546,11589,20305,25547,36157,33411,11989,17453,6611,16656,17923,11542,68389,5003,23874,23161,33980,45831,32298,19812,60071,39597,69147,65090,19407,75773,56206,52655,43023,51870,330028,78903,47079,51674,52915,67598,56591,46700,26878,62656,15658,18107,37104,17155,7099,5958,26033,20325,14176,72990,14826,23990,13979,43259,41751,57868,84493,85805,53693,54705,141605,46587,73325,83324,48946,128747,43830,35450,31727,39528,20969,70290,36533,15322,16779,84883,52821,48193,45300,23706,23491,9831,9529,9620,20498,18634,26737,37100,59335,52402,25496,25656,25155,22860,24047,21103,18129,0,0,0,0,0,0,0,0,0,0,0
2016/9/10,12503,29726,69062,115263,48828,26034,21870,8125,5841,27232,4235,8642,13612,17748,24262,23980,26645,11948,16490,6770,14762,16960,9024,47513,5233,23416,22211,31974,39976,31849,18999,64470,41507,60899,64948,14590,73564,53794,49210,42048,35304,337960,85818,42921,48561,54697,73204,59613,45035,23784,56094,13813,15508,36797,25603,6636,4312,19260,19444,12564,76912,14392,22658,13794,41926,35428,58388,85294,78097,50667,57435,170595,41776,78561,86824,49475,131528,41440,33746,28539,32888,19844,70972,33407,17749,15945,73996,48255,44386,43303,20743,23406,9954,8134,9337,19276,19060,25648,34993,54777,54744,25078,24733,25108,22029,23980,21191,18026,0,0,0,0,0,0,0,0,0,0,0
2016/9/11,11084,20686,37321,94408,30007,19569,15847,7149,4542,19862,3340,5632,17798,14831,27438,11527,11950,7611,13402,7084,10034,11942,4106,32501,4287,20287,17435,25679,29737,29444,15515,67707,35554,47999,54932,8172,58605,42850,39513,33584,24309,358792,72452,29832,37654,52313,71899,52582,38931,15468,43307,11203,11740,30640,30029,6512,3501,16059,16788,10805,85872,12262,20625,12163,33732,25689,52300,79892,62092,40004,50761,161983,29565,77825,65398,41143,104285,28439,27305,17498,25034,16863,66199,21992,18143,12048,36398,27815,29353,30864,20560,18021,9660,4801,7318,13975,16197,19273,25090,43474,44330,20566,19044,20666,16819,19823,15377,15137,0,0,0,0,0,0,0,0,0,0,0
2016/9/12,12079,31972,76498,93887,51352,32323,23581,8284,6039,32481,4546,9166,10537,22270,19445,37572,31933,11346,16276,6331,15820,16675,9670,54640,4473,22972,22887,33211,43462,34431,18917,62074,37465,67562,58353,22101,73356,54096,51322,43349,53970,296862,71005,46829,49476,50957,70723,58439,44519,26806,63430,15046,17949,35408,14259,6769,5723,27198,19801,13659,73774,14605,23265,14176,42957,43073,55829,76925,83701,52364,54476,128806,47630,73133,73021,43142,115353,40709,34583,30311,30879,20706,62325,34030,15061,16179,79920,46775,45433,40630,29206,22717,9540,9187,9045,19909,18344,25554,34996,56011,49030,25242,25330,24210,22402,23823,19456,17903,0,0,0,0,0,0,0,0,0,0,0
2016/9/13,13000,32773,75165,97928,52576,34629,24481,8487,6201,33875,4665,9540,12588,22865,20809,38605,33118,11771,16271,6407,16961,17307,10217,55339,4305,21697,22185,31908,41798,32554,17960,56642,33792,72087,62735,14234,74398,55227,52465,43631,52223,302182,71850,46603,51030,52612,68921,59222,46543,27165,63552,15457,18071,35864,14432,7249,6064,28524,20358,14627,75713,14867,23610,13898,43950,44115,57352,79501,85688,53437,55012,126982,49631,71083,75913,45810,117328,43208,35032,31197,32890,20922,62963,35401,14440,10527,85175,39154,40264,39141,29329,22858,9961,9306,9222,20477,18503,25304,36030,56632,50481,25846,25506,24794,23034,24298,19224,18044,0,0,0,0,0,0,0,0,0,0,0
2016/9/14,9987,30639,72397,88005,49053,31578,22663,8001,5526,31879,4163,8542,9192,21382,19253,37055,31769,11353,15574,5716,16130,16514,9917,50509,4382,19645,21669,30669,40940,32351,18273,57329,33868,63902,55129,20086,70960,51957,49898,41785,45767,310550,64419,41356,45417,46640,65104,56014,41913,24410,58092,14390,16516,33328,11524,6521,5353,25553,17745,12319,69464,14184,22071,13075,41331,40568,52105,77665,80419,49425,49162,120615,45249,62808,66468,40627,110364,39456,31818,28820,33751,18572,52626,33203,13095,14938,74888,44092,43456,40133,29180,23001,8872,9037,9008,19983,18080,25003,33780,51814,47466,24825,24585,23798,22234,23668,18955,17732,0,0,0,0,0,0,0,0,0,0,0
2016/9/15,8474,13942,28006,76061,18274,12500,11890,5897,3155,13251,2636,4292,11352,8589,16143,7626,9250,5786,10088,4872,7748,9175,3118,23958,2937,16566,13371,19032,20781,20270,12849,39741,23062,31775,32528,5635,46461,32722,29564,28386,14538,249094,53131,23406,23775,32578,57109,37759,28938,12400,32535,9026,8692,23375,24301,4248,2737,12278,13037,8622,67804,8928,13876,9045,25739,19253,37610,58346,45946,29285,47486,121441,16946,45585,49230,28006,77811,21226,21342,13402,22347,11642,41212,17330,8826,8765,27768,15883,22958,26121,11127,13403,5684,3541,5355,10679,12856,14478,19545,28198,33941,15235,14608,15345,13141,15513,11019,11033,0,0,0,0,0,0,0,0,0,0,0
2016/9/16,9605,16807,33886,95137,23558,14818,13554,6590,3438,16565,3411,5811,24345,9881,19623,8819,10496,6562,11792,7070,9499,10701,3372,28744,3385,20651,16204,22319,25583,22266,13942,46654,27893,37485,43732,6820,53647,39216,34995,32566,29841,292225,66059,34735,29619,41512,70950,50764,35394,17110,41262,10564,10778,28214,35366,5273,4355,16037,16177,10487,98640,10354,17993,10772,30045,26499,46590,67213,53578,35311,50692,151166,19470,61989,63976,35035,95993,23853,24376,15434,23163,15570,54818,21323,14144,11648,31834,18991,25948,31757,12027,16694,7581,3931,6602,12931,15735,17635,22373,32958,40624,19000,17678,18654,15411,18584,13119,13084,0,0,0,0,0,0,0,0,0,0,0
2016/9/17,4433,9598,20154,60748,13151,8003,7857,3597,2082,8116,1457,2399,2809,4951,10691,4541,5374,3108,6190,2278,4869,5321,1351,15134,1924,8480,8504,12159,14365,12264,8653,23750,14012,19723,18999,3195,30826,20055,18748,18135,10559,188057,40209,20471,17487,17097,26335,21540,17415,8132,20277,5270,5169,13038,10455,2623,1693,6657,7828,4495,30800,6227,9067,5975,17015,13710,24392,41447,30820,19884,29061,91492,11885,24745,35745,17206,56256,14747,14137,8808,14412,5644,35074,12428,5824,6240,20264,10657,16418,13295,6937,7836,3740,2518,3605,7973,9638,10277,15763,20132,27284,9587,9881,11045,8714,10920,6810,6908,0,0,0,0,0,0,0,0,0,0,0
2016/9/18,11205,15940,31391,82872,21500,15548,13175,5952,3909,15944,2749,4916,12605,11363,17883,9477,10782,7119,11599,6204,9657,10621,3519,27216,3596,18153,15927,22871,24875,24117,14653,52405,29824,39326,48004,6588,52115,37812,32632,31145,21331,350399,62701,25658,32865,40979,61932,44604,33851,13619,38060,10368,9894,25816,24783,4619,2848,14489,14315,9333,77943,10668,16691,9636,29648,22248,43917,69515,52359,35186,46298,136053,22585,64343,58425,31738,90103,24065,23730,15829,23437,12388,43188,19605,13684,10818,29297,20259,24874,28437,15229,15891,6159,3700,6191,11438,14447,17251,21240,31596,37195,17125,15871,16551,14555,16957,12831,12801,0,0,0,0,0,0,0,0,0,0,0
2016/9/19,12340,31377,73626,85178,49502,31372,23116,7817,5843,31805,4577,9392,11328,21860,18991,36950,31319,11448,15816,6536,17362,16586,8930,58249,4308,22539,22281,32787,42155,34167,17898,57450,34762,65202,53127,21687,70950,52740,50155,42350,51877,279292,65705,44568,49808,50803,69367,56462,44351,26537,63263,14783,17759,35784,13910,6750,5656,28444,19838,14174,75063,14448,22424,13884,42499,42305,54325,72151,81885,51393,54035,114536,43032,60537,68788,40297,109221,39728,32897,29198,30442,20618,51367,32811,13839,15890,74610,45067,42733,42685,28582,22426,9250,8892,8969,19388,17931,24681,34065,54447,43896,25177,25448,23367,21944,23118,18998,17578,0,0,0,0,0,0,0,0,0,0,0
2016/9/20,11605,32412,77167,87954,51518,32531,24137,7957,6123,32615,4551,9498,12433,22428,20069,38437,32632,11589,16391,6618,17431,17020,9571,55259,4463,23453,22801,33444,43174,34626,18626,60092,37048,68470,58190,21723,73506,55162,51430,43407,51941,261787,69441,45416,50294,53058,71073,58024,45637,26984,64355,15236,18336,36369,14636,6951,5990,28587,20004,14360,74520,14651,22874,13801,43663,43537,56227,74185,83892,52521,53762,120328,46821,62096,71519,40889,108906,40998,33754,30080,30608,20944,49127,34525,14093,15552,76129,46791,44019,43558,28861,22972,9538,9233,9077,20194,18578,24822,34892,55186,47201,25539,25466,24106,22406,23618,19127,17844,0,0,0,0,0,0,0,0,0,0,0
2016/9/21,11621,32343,76092,89762,51352,33040,23876,8278,6353,32921,4812,9491,13501,22899,22440,38252,31589,11742,16143,6956,17734,17127,9216,55203,4682,23226,23267,33691,43932,35036,18834,59647,38038,68383,59163,21117,73418,55517,51501,43492,52546,264933,74070,45827,50705,53041,73057,59527,50092,26795,64586,15312,18085,36365,15124,7366,5888,28608,20572,14402,77307,14756,23120,14151,43776,43353,56752,73916,84007,52940,54888,122519,46802,63519,72764,42021,108417,40706,33605,30700,30296,21719,51166,34481,14917,16174,77752,47099,44588,43931,28650,22983,9769,9210,9418,20312,18110,25082,34911,56582,48888,25570,25778,24042,22348,23746,19304,17681,0,0,0,0,0,0,0,0,0,0,0
2016/9/22,12067,32293,77945,91107,51839,32236,23706,7844,5917,32894,4661,9369,13227,22842,21286,38156,31877,11535,16311,6844,17579,16856,9339,54821,4678,23541,22559,33078,43275,34081,18573,59096,36801,67054,58757,21230,72475,54297,51089,43118,52031,270072,75524,45740,50624,53524,75026,59317,46533,26477,64315,15171,18461,36282,15334,7020,5885,28417,20551,14401,76875,14490,23049,14184,43754,42764,55829,73781,83395,52071,54984,121613,46590,63205,72892,42102,112155,40317,33349,29876,30944,21636,55682,33813,14828,15761,77886,47185,44562,44762,28974,22743,9587,8963,9480,20018,18310,25311,35245,56021,49628,25332,25473,24100,22362,23300,19298,17705,0,0,0,0,0,0,0,0,0,0,0
2016/9/23,13104,34023,79352,104954,53637,33943,25170,8465,6357,35613,4831,9830,15497,23711,22836,39131,32973,13433,17237,7367,18503,17985,9486,58354,4844,24917,24130,35726,46285,37012,19413,67056,42073,70475,70566,22518,76993,57713,53463,45108,53087,335068,85138,48829,53591,58175,83092,65061,49389,27430,67814,16245,18558,39055,18063,7382,6031,29422,21211,15666,87448,15463,25122,15126,46080,44023,60237,83258,87624,54607,58924,144675,49177,71514,83926,48227,128133,42783,35760,31866,34355,23299,64646,36999,16152,17845,80766,49196,46645,48798,29770,24217,10248,9453,10152,20980,19437,28073,36924,60663,55130,26465,27209,25913,23458,24746,20559,18944,0,0,0,0,0,0,0,0,0,0,0
2016/9/24,10735,24040,50251,112178,38032,25479,19483,8062,5521,24520,4220,8182,24722,17996,35499,15157,16058,9531,16145,8679,13402,14523,4791,37977,4924,25848,21008,29477,34844,31672,18392,73853,42313,60025,59737,11186,68840,50755,44741,39731,33071,358753,88466,42441,41485,61662,90078,63768,44759,21901,56529,13217,14516,36565,34418,7535,4345,20995,19832,13407,106843,12227,21675,12933,37775,35724,61128,82110,71834,46111,60500,166911,34259,68659,83185,48268,117847,33002,33932,21523,26413,21638,67720,28506,23898,15336,46141,29736,34741,41461,21524,22361,9040,5742,9864,17985,18711,24275,29284,45354,54857,23407,23486,23070,19132,22624,17533,17153,0,0,0,0,0,0,0,0,0,0,0
2016/9/25,10647,19264,37924,86979,27044,20387,15198,6965,4928,18076,3614,6222,25334,13638,23291,10753,11614,8093,13008,7889,10411,12630,3852,30728,3981,22423,17100,24475,28940,26874,15449,62923,34777,46458,43044,8202,56198,41335,36731,32749,25523,335271,71197,29119,37572,52485,69770,49377,36605,15495,44844,11210,11857,30017,28081,5771,3434,17473,17198,12635,97914,11254,19309,11230,31791,25708,48786,71254,58648,37746,50387,138197,29697,55327,62702,36783,95447,27626,28255,17099,22466,17494,56462,20908,20840,11616,33324,22556,27729,32005,17059,18023,7649,4646,7681,13453,15004,19403,23232,36086,43268,19614,18588,18557,16460,19009,14557,14283,0,0,0,0,0,0,0,0,0,0,0
2016/9/26,12476,31971,75061,88535,50956,32604,23741,8187,6344,32245,4328,9280,10332,21615,18732,37929,31777,11346,15973,6157,17198,16415,10073,53441,4647,22714,22761,33030,42987,33556,18721,56656,34562,66530,54211,21339,72414,53497,51012,43036,50723,278901,68054,45603,49714,49335,63949,56039,44366,26554,62672,15467,17638,34847,13213,6992,5830,28081,19221,13867,71765,14510,23042,13971,43138,42463,53721,77576,82755,51341,52298,119121,44832,61323,69859,41008,112167,40667,33338,29987,31078,19808,53681,33190,13341,15912,76666,45872,44063,41525,28778,22402,9174,8905,9191,19898,17963,25305,34376,56004,46836,24873,24861,24156,22622,23474,18764,17321,0,0,0,0,0,0,0,0,0,0,0
2016/9/27,553,788,4819,7435,2679,598,633,329,147,969,129,208,146,370,527,558,373,231,457,104,348,370,111,3407,218,1799,1725,2734,3458,2842,2093,3532,2596,4368,3037,808,6958,4460,4547,4931,6207,24511,5888,7032,6358,1677,1655,2070,1471,1137,2750,519,597,1401,599,282,346,935,1063,528,2660,1771,1771,1371,3800,4349,4914,6025,6959,4665,6274,14744,3119,3394,5437,2325,5421,3234,2896,2118,2073,1050,4371,2735,1087,1261,4954,2749,3842,2595,1551,2282,927,762,935,2293,2522,1995,3694,5822,4787,1732,2237,2497,2262,2664,1715,1988,0,0,0,0,0,0,0,0,0,0,0
2016/9/28,6710,13503,30452,75615,17739,12456,10495,4682,2722,12939,2058,3348,3822,8960,15954,8926,8590,5081,9270,4204,7602,8021,2149,22237,2509,12004,11482,17090,21019,18233,11437,38175,23252,32551,26581,5155,41682,29051,25619,23944,20949,155185,61832,28471,24515,26459,43773,29859,27120,12485,32283,7807,7319,18860,13603,3472,3059,11939,11854,6574,46833,7425,10857,7646,21919,20302,33612,44990,43074,28585,36868,111254,16596,35354,51993,22887,75528,20226,19648,13538,17015,8964,35970,17123,7857,8006,28780,15736,21275,20972,12175,14611,5395,3302,4733,9481,12206,12595,18191,27101,30279,11824,12592,12793,11198,13319,8643,9418,0,0,0,0,0,0,0,0,0,0,0
2016/9/29,10640,31169,75933,90161,52330,30268,22321,7678,6118,31344,4415,8813,11948,40697,6803,15905,13621,8228,9253,3898,14749,15160,8235,54720,4882,22737,23135,34308,44413,35167,18822,61326,37956,69054,62769,22072,73406,54395,51884,43382,53972,275246,89753,46303,52365,56790,75203,61460,46402,27200,65330,15278,18147,36973,13066,7204,5853,29206,20223,14403,76737,14585,23437,13817,43934,43895,56746,75103,84777,52870,54604,125055,48643,64568,75446,43570,117277,40940,33521,31343,30737,21843,58091,34415,14955,16078,79360,48090,45002,44901,29552,24794,9693,8762,9124,20029,17816,25167,35389,58372,50050,25511,26253,24515,22537,23377,19466,17929,0,0,0,0,0,0,0,0,0,0,0
2016/9/30,12621,33683,81928,104871,54279,33935,24880,8544,6499,34631,4792,9578,14456,22749,22020,37361,31719,13078,16751,6804,17987,17635,9759,58261,5143,24489,24548,36101,47429,37137,19835,68180,41102,72523,65572,22161,76807,57446,53961,45272,53876,338677,99266,48932,54088,60439,80734,66461,50411,27935,67587,16115,18811,40438,15420,7275,6018,29605,21070,15292,85737,15525,24925,14674,45931,44126,61715,83576,88001,55029,57897,143608,50873,70014,84767,48608,135015,43283,35772,31854,34924,22724,66382,36730,16226,17703,83338,56894,47464,48874,29700,27161,10217,9445,9854,20932,19303,28440,37434,59503,54592,26714,27031,25852,23207,24663,20383,18789,0,0,0,0,0,0,0,0,0,0,0
2016/10/1,10405,22965,48890,108111,33662,24787,19018,7657,5306,22477,3933,6507,21284,15097,25118,13502,14809,8533,15247,7464,12538,14525,4741,37692,5992,24606,20533,28268,36057,33412,18280,73090,41395,61388,54920,11001,67625,49771,43932,40816,43901,352323,111441,42653,40522,69097,84468,60651,43571,20026,54729,13154,13855,32463,21719,6609,4181,21011,20016,12671,111500,12799,21196,13864,38028,31703,59650,77204,71163,45728,60206,164236,32614,65309,80033,43882,111871,32558,30969,20672,26387,20579,65273,28050,20057,26081,45177,29548,34128,39894,21586,31962,9198,5259,8753,17490,18324,25038,28058,45568,52180,22579,22149,22161,18617,21578,16704,16136,0,0,0,0,0,0,0,0,0,0,0
2016/10/2,9770,17996,37114,84241,25405,18385,14867,6673,4257,17710,3360,5696,21076,12254,25720,10587,11432,7387,12304,7181,10238,11092,4260,30768,4848,21832,16755,24819,29473,28531,15708,59474,34160,47232,47202,8152,55821,40973,36885,32940,24412,325197,89550,29771,36554,57213,71013,52142,36071,15950,42778,14443,13255,29370,19120,5610,4112,17589,15870,10746,96256,10554,19661,11995,30860,25584,48346,70833,58521,37311,50471,135068,27661,52066,61441,35144,95672,27791,25448,17093,22731,17686,46331,21101,19196,12126,33266,30139,27336,31612,16845,21302,8667,4592,8204,14335,15338,19788,23445,36841,44178,18820,18046,20521,15682,18605,14498,14103,0,0,0,0,0,0,0,0,0,0,0
2016/10/3,11569,31744,75799,88439,50522,31536,23374,7792,5963,31811,4561,9354,11298,21522,19529,37078,31204,11278,15631,6569,17030,16377,9252,58446,4729,23095,22424,33014,43241,34062,18320,56628,35055,65553,59761,21410,71534,53099,50385,42427,52866,276525,79927,46711,50191,50777,70089,59195,44942,26745,64084,15085,17806,35855,12522,6814,5756,27978,19829,14240,78417,14719,23111,13937,42458,42488,54318,72978,81746,51354,55765,127816,43860,60850,72167,42565,112813,39364,33218,29916,30511,21703,56692,33540,14369,16105,75597,46294,43818,43813,27900,24178,9391,8906,9198,19702,17666,25560,34676,55273,48990,24881,25012,23719,21820,23046,18879,17255,0,0,0,0,0,0,0,0,0,0,0
2016/10/4,11520,32696,79084,94305,52859,32558,24079,8063,6155,32328,4736,9383,15689,22112,20102,38345,31990,11481,16166,6614,17195,17077,9218,55505,4628,22933,22695,33688,44153,34872,18618,59142,36680,67836,61669,21836,72574,54457,51207,43696,54286,271411,81893,47250,50351,53148,71403,61740,47221,27592,64995,15344,18386,36670,13383,7005,6081,29035,20042,14781,78279,14607,23143,13816,43484,43722,56623,73227,83941,52471,54901,127126,47011,62076,73687,43575,112870,41060,33807,29833,30912,22292,57706,35132,14596,16172,78265,49373,44934,44720,28155,24106,9502,9101,9389,20237,18093,25257,35017,56158,49891,25339,25406,23921,22042,23332,18982,17526,0,0,0,0,0,0,0,0,0,0,0
2016/10/5,11561,33741,78676,96686,53522,32743,24331,8201,6365,32641,4749,9633,15127,22342,21582,38455,32721,11374,16415,6662,17792,17100,9510,57093,4754,23851,23040,34444,44981,35083,19212,61710,37214,68747,63109,21975,73560,55430,52418,43942,55698,274733,85219,47338,51223,53141,72326,63250,47624,27395,65458,15558,18108,36923,13639,7028,5971,28888,20347,14972,79038,14737,23480,14478,43680,44225,57307,75349,84381,53186,55931,133079,48776,63760,76407,44570,116376,41067,34212,30434,31345,22496,58976,34897,14864,16734,80451,47513,45565,45076,28485,24890,9845,9302,9756,20217,18270,25467,35751,57571,50590,25450,25912,24656,22776,23807,19466,17880,0,0,0,0,0,0,0,0,0,0,0
2016/10/6,12081,33505,79539,98192,52933,32650,24142,8097,6246,32466,4657,9494,14527,22709,22967,39053,32449,11558,16519,6628,17569,17010,9834,61787,4866,23418,23455,34069,44479,34378,18870,61067,37957,68798,63660,21329,73570,55846,51808,43805,52178,282651,83158,46373,51839,52651,71431,61742,47859,26769,65087,15632,18634,36106,13153,6969,5977,28480,20015,14487,78157,14857,23229,13787,43602,43162,56328,76844,84456,53481,55743,133206,48760,64365,77554,44347,125561,41375,34224,31024,31937,22603,60683,35838,15272,16607,80563,47920,45867,46422,28785,23982,9638,9226,9744,20318,18363,25653,36193,57171,53082,25095,25732,24461,25020,23663,19421,17787,0,0,0,0,0,0,0,0,0,0,0
