"車站日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2017/4/28,14042,34733,84396,106287,54952,34077,25807,8966,6960,34044,5003,9727,16937,22261,25288,38217,34052,16491,18030,7587,18908,18479,9729,69232,5085,27183,24701,36198,46378,36293,20590,65598,42643,70297,66464,22119,79317,59149,54462,46007,53420,356885,83483,50149,53634,62675,81986,66527,51290,27851,67715,16448,19629,40789,14063,7585,6363,28432,21124,15132,85776,16585,27512,15126,46251,45187,63839,87969,86955,55909,61620,154036,48292,70223,86092,51229,137643,42777,36515,32361,37271,25011,66276,38619,18615,22454,84897,50400,50137,52498,27628,24002,9999,10182,12695,20849,20286,28241,38125,60531,55261,26785,27289,26263,26175,25356,20475,18970,0,0,0,0,0,0,0,0,0,0,0
2017/4/29,12167,23204,49397,108898,34715,23706,17984,7864,5228,21418,3873,8071,24416,16417,24518,13012,18852,12240,16868,8286,13139,14169,4577,56910,4669,33436,20097,28480,32889,30514,19404,69910,40686,56326,54012,11339,68522,48807,42808,38832,29600,361114,84949,42671,39051,63452,88364,63546,42840,20015,53676,13019,14407,33253,17997,6478,4100,19847,18503,13087,102387,12911,28196,13306,37626,31426,59835,80646,68105,45452,61067,177428,33187,63724,79495,44602,114639,31901,32076,20164,30979,21455,61802,28275,25890,19394,44806,40487,34355,43798,19017,27655,7808,5105,12217,16318,20297,22985,28863,42122,51157,22387,22292,22053,20592,22210,16369,16464,0,0,0,0,0,0,0,0,0,0,0
2017/4/30,9929,19887,40683,93068,28502,18998,15287,7199,4735,17091,3667,7142,30437,14568,21362,12976,11567,7710,13270,8397,10478,11898,4074,47880,4681,31015,17838,24959,27725,27417,15931,60412,33968,44369,48932,9243,58182,42479,37277,33480,22610,351663,74910,33650,37295,55786,80606,56076,38567,15951,45723,10995,11915,31398,17409,5974,3310,17785,16066,11796,113001,12588,27851,11749,33037,26646,51620,75973,59387,38206,57582,157198,27490,53392,66404,36717,101500,26214,26962,16365,28083,20620,54706,22683,25550,17687,36825,38344,29561,42029,15764,17534,7192,4280,11549,14132,16846,20292,24871,36125,47083,19167,19573,19097,17965,19089,14729,14278,0,0,0,0,0,0,0,0,0,0,0
2017/5/1,10688,19239,42319,87917,38931,22121,16862,7146,4737,24462,3512,8752,22564,17590,17811,13877,15230,10976,13973,6843,12819,13996,3964,33341,4014,26000,18505,26452,31611,29895,15793,53580,29493,48103,51400,18552,61858,44110,39329,35283,43505,291739,67280,39908,38200,44403,72499,60379,38655,22522,55493,11654,12200,33424,14406,5567,4817,21987,17821,11305,93969,11319,22273,12309,36208,34665,47784,72330,64889,40385,56165,130858,33033,49577,57635,30981,96202,30708,28589,20482,27821,19257,45410,23881,17084,18521,40662,30066,30847,32799,22979,18176,7242,4487,10542,16476,16081,22413,26690,37009,47293,19917,21618,19774,19987,20276,15960,14483,0,0,0,0,0,0,0,0,0,0,0
2017/5/2,11393,31947,79487,87362,52555,30780,23583,8061,6327,30347,4571,9107,13723,20469,19363,35926,31116,10960,15925,6099,16402,16405,9312,53275,4418,23965,22151,32586,41754,31985,18088,53526,35302,65156,60760,21574,72433,53267,50007,42924,52347,268079,73039,46564,49815,51367,71408,59696,46227,26837,62123,15484,18827,36815,12641,6864,5883,26618,19742,13942,73791,15444,24239,13696,42736,43207,54427,72076,79977,51417,58030,130426,46280,61016,70994,42402,109995,39401,32957,28935,29926,22350,56757,34736,15552,20089,79123,47299,48524,47452,25631,21988,8897,9446,11322,20076,18291,25465,36086,56318,52570,24607,25002,23818,24302,23532,19188,17258,0,0,0,0,0,0,0,0,0,0,0
2017/5/3,11808,33115,82233,95426,52776,31497,23876,8237,6395,31028,4677,9246,13780,21089,19735,36818,32004,11326,16070,6381,16775,16742,9572,54750,4601,24452,23045,34263,42977,33116,18727,55663,37739,66598,62480,21412,73613,54755,50850,43020,53268,273732,75848,49842,50485,52682,74956,60434,50576,27379,63812,15480,18460,36930,12089,7221,6148,27211,19599,14373,74809,15372,25607,14282,43157,44253,56956,75032,82628,53747,64108,133938,48744,62715,74565,44084,112472,40276,33707,29530,30970,23106,57922,35725,16516,20769,82323,49997,48174,49276,25919,22265,9177,9601,11847,20184,18616,25641,36478,58840,55007,25071,25487,24352,24408,23851,19324,17770,0,0,0,0,0,0,0,0,0,0,0
2017/5/4,11922,32852,83759,95837,53867,31288,24438,8211,6456,31589,4584,9190,14507,20768,20057,37429,31649,11516,16194,6239,16772,16744,9500,54895,4648,24192,22696,33358,43042,33146,18772,57276,37091,66157,64364,21115,73232,54379,50550,42979,52165,280901,78797,48275,50623,52970,75422,61101,47155,27126,63003,15251,18975,37314,12707,7075,5955,27067,19624,14219,76209,15678,24876,14104,42975,43677,56433,74731,81244,52612,60253,135578,49298,63097,76091,45497,118429,40313,33538,29846,31698,23458,59821,35728,15986,21194,82334,50714,49162,49295,25892,22625,9271,9478,11384,20246,18531,25948,37533,59056,55473,24733,25520,23771,24692,23811,19259,17327,0,0,0,0,0,0,0,0,0,0,0
2017/5/5,13285,34393,86215,110197,55103,33661,25381,8733,6555,33643,5108,9572,14522,21455,25071,38209,33157,12359,17430,6705,17807,17605,9686,57500,4917,25585,24151,35990,45471,35573,20131,65427,42450,70726,69402,21865,77510,57540,53200,44891,53633,349243,90528,52989,54220,55803,81772,67086,50638,27795,66876,16090,20291,40025,13670,7344,6208,29191,20718,15049,84612,16650,26271,15067,45445,45293,61790,85457,85775,55242,63874,156595,49872,69979,86064,50095,136510,42309,35615,31667,36246,24430,82715,38851,16860,23034,84892,53109,51136,51897,27081,23630,9744,10094,12478,21322,19884,29360,39748,61612,60389,26288,26866,25778,26425,25584,21110,18727,0,0,0,0,0,0,0,0,0,0,0
2017/5/6,9959,21991,50088,111968,38708,22996,18687,7817,5147,21776,3822,9588,18644,16203,23042,14821,15604,8571,15640,7246,13017,14214,4138,38103,4288,26038,20197,27767,33963,30192,17742,68567,40035,57892,57629,11001,67909,48315,42088,38050,27446,344999,86489,41903,42441,56555,79536,60434,43811,20341,53709,12908,14039,32494,14956,6922,4443,19251,18126,12715,86538,12980,24618,12994,38939,33206,57642,79668,69345,45632,60679,169629,32569,70032,80063,43390,116971,32256,30241,20606,27506,19126,84108,28444,22397,18576,44769,38123,35392,42946,18843,19221,7974,5476,11789,20305,19322,22921,28586,43206,52579,21666,22074,22231,20730,22674,16223,15902,0,0,0,0,0,0,0,0,0,0,0
2017/5/7,10074,19465,39145,88159,30018,19324,15158,7276,4665,18435,3433,8473,20545,13279,24916,12620,13513,7517,12973,7061,10436,11650,4134,32115,4197,23659,17501,25882,29523,29908,15840,65938,33272,46540,56287,8542,57840,41112,37685,34523,22290,332948,67731,31277,39887,57165,69632,53065,45460,16082,44033,11266,12022,29561,13110,5489,3096,16236,15801,10401,85640,12738,25839,12138,34786,28628,50751,77166,61845,40022,53306,141440,27200,55505,63198,34087,101413,29634,26693,17013,24863,17937,79379,22199,22413,15649,32901,34275,28563,35277,16810,16455,8732,5185,11024,14202,15933,19401,24762,37516,42900,19064,19293,21392,18126,20427,14861,14592,0,0,0,0,0,0,0,0,0,0,0
2017/5/8,12002,31284,77358,87346,50197,29881,22943,8131,6250,30703,4635,8948,11194,20367,19074,35334,30931,11050,15672,6152,16306,16453,9431,53841,4491,23497,21781,32943,42045,30373,18195,55665,34958,63584,55354,20535,71790,52941,49667,42590,51016,276434,66720,45310,48555,49467,67118,56239,46269,26435,62419,15214,18059,36038,10468,6753,5935,26275,19337,13898,73497,15258,24898,14101,42786,43340,54791,75288,80095,51816,55632,124162,43387,60232,69470,40892,114087,38398,33071,28974,31188,22106,71001,33813,14756,19612,75823,47827,46672,45873,25215,21614,9300,9424,11313,19290,18413,24393,33824,54638,46501,24885,24997,23565,24149,23456,19301,17443,0,0,0,0,0,0,0,0,0,0,0
2017/5/9,11253,32401,81405,92801,53140,31433,24205,8358,6435,31065,4766,8971,13283,21135,20625,37422,32572,11315,16391,6098,16713,16868,9737,54713,4351,23332,22732,33034,41893,33589,18589,58697,36732,66936,59125,21493,73129,54471,51093,43226,51785,260937,70412,45670,49325,51356,67063,57401,48260,27104,62828,15217,18571,36823,11250,7223,6197,26990,20168,14341,70877,15089,24529,14210,43041,44003,55741,74968,82113,51962,56228,125791,46678,61968,72766,42729,113341,40280,33736,29934,31148,22488,51665,34958,14959,19919,77800,49292,48287,46773,25808,22235,9304,9855,11559,19819,18607,25233,35144,56392,48438,25519,24966,24098,24800,23979,18963,17822,0,0,0,0,0,0,0,0,0,0,0
2017/5/10,11630,32355,80769,94474,52888,31280,24201,8165,6449,31132,4752,9051,13195,21364,20670,37226,32616,11384,16328,6647,17544,16902,9761,55618,4671,24349,23201,34057,43329,33729,18941,58079,37814,66922,60164,21104,73295,54819,50981,43179,52525,269770,73138,46255,49487,52317,69527,58464,47974,26823,64214,15460,18784,37570,10876,7061,6140,27638,19786,14359,73010,15610,25069,14443,43562,43991,56750,75577,83099,53007,59357,128901,46878,62203,74601,44004,114846,40802,33532,30040,31151,22857,53219,35132,15524,19995,79801,48168,48178,47714,26173,21801,9340,9804,11724,19973,18775,24930,35426,58950,48450,25003,25245,24120,24737,24041,19773,17681,0,0,0,0,0,0,0,0,0,0,0
2017/5/11,11610,32369,82084,95704,53347,31119,23984,8213,6354,30840,4688,8950,12725,20922,20535,36838,32087,11493,16336,6438,16696,16826,9725,55884,4589,23797,22616,34291,43327,32921,18878,56188,37845,67719,61809,21159,73775,54732,50874,43426,50802,276359,74535,45673,50174,51237,70124,58105,47691,26716,63268,15272,18617,36718,10899,7147,5945,26942,19790,14121,72889,15494,25395,13974,43229,43435,56431,75959,82334,52564,57276,128799,47731,63345,76493,43657,120583,40006,33717,30106,31877,23135,58188,35398,15504,20253,80673,48760,48152,47891,26271,22682,9255,9857,11832,19959,18516,25758,35283,57379,48894,25043,25569,24186,24772,23743,19448,17571,0,0,0,0,0,0,0,0,0,0,0
2017/5/12,13594,33673,84369,114034,55964,33795,25398,9020,6604,32806,4954,9356,14323,21304,23824,37678,33862,12707,17761,6988,18447,18047,10012,63315,5173,25558,24196,37378,46910,35677,20526,66501,42183,71024,65549,21449,78032,58222,53611,46029,52797,362115,83753,49121,52860,55031,78252,64542,51882,27674,66261,16368,19157,39676,12119,7358,6214,29005,21253,14804,82671,16713,27917,15564,46391,45378,61871,88851,87102,55331,59763,150405,50414,71508,85679,50744,139608,43353,36399,32108,38754,23342,64993,38016,17202,21937,82613,50984,51199,50053,27690,24901,9446,10285,12447,20633,20367,28840,37608,59449,53591,26567,26995,26246,25940,25105,21038,18872,0,0,0,0,0,0,0,0,0,0,0
2017/5/13,10913,21651,47928,110310,33280,23032,17496,7893,5260,20862,3567,6457,12178,15194,26689,12598,14926,8779,15004,5643,12288,13632,4703,43297,4187,21294,19218,31971,35809,29903,17718,65160,38426,56758,48528,10181,66596,47882,42199,39165,25855,343421,82094,39655,37343,69825,71146,59721,43123,19832,50111,13171,13325,32279,14000,6235,3926,18128,17458,11828,75920,12780,23125,13120,41731,32225,57575,82964,69086,43956,58953,159712,36459,61181,77332,47080,114496,35781,30319,19364,31303,15270,54523,27352,19041,17195,42355,29774,34371,38388,18135,21111,8703,5133,13321,16678,19396,22023,27371,45032,46616,21684,22482,23381,20627,22197,15806,16354,0,0,0,0,0,0,0,0,0,0,0
2017/5/14,9744,16656,35912,88510,24230,16572,13772,6881,4640,16155,3083,5190,16521,12660,19199,9804,11553,6963,12395,7210,10056,11339,4146,35348,5275,21158,16785,23325,25996,24965,15036,50457,29908,40470,66503,8714,55189,39246,35115,32684,23265,325542,65435,28237,34013,48432,61561,46471,37225,14806,40482,10690,10634,27410,11196,5342,3213,15356,15093,10062,83762,12201,22562,11314,32549,24904,45766,71350,55757,36377,51642,130963,24152,47236,57340,34908,93685,25896,26089,16417,25963,15125,43949,20017,19092,15176,31251,25957,26400,31343,14481,15902,6797,4561,9678,12864,15284,18979,22335,34431,39278,17652,18065,17728,17279,18936,13858,13551,0,0,0,0,0,0,0,0,0,0,0
2017/5/15,12181,30561,77334,86310,50507,30970,23139,8152,6357,30196,4496,8722,10624,20466,19367,35991,30947,11180,16263,6136,16946,16009,9825,58742,4393,22808,22291,33169,40653,31936,18732,54954,34737,64540,54071,20468,71443,52159,49765,41986,51346,287768,66481,45934,48002,48833,62952,53559,44271,25696,61842,14976,17670,33180,9506,6760,5888,25150,18899,13637,70449,15098,24003,13777,39675,42818,53237,74649,79160,50503,53755,122527,41979,60243,70619,43078,115092,36708,32972,29413,30220,20793,50562,34137,13908,19365,77282,47569,47162,44960,25760,21227,8906,9360,11291,19497,18229,24511,35068,55816,45643,24430,24865,23626,24203,23193,18858,17282,0,0,0,0,0,0,0,0,0,0,0
2017/5/16,11526,32684,83315,89896,53248,32702,24694,8485,6783,31244,4473,9072,9912,20784,19787,38088,32773,11222,16533,5820,16963,16691,10443,54066,4702,21856,22977,33660,43840,32709,20136,54835,37076,67681,58447,21471,74791,55141,52127,43590,53066,265856,70798,45433,48520,49655,63607,55657,45683,26245,61889,15485,18589,34407,10506,7434,6100,27054,19143,13774,64205,15181,23114,13713,43065,44928,55937,75931,83203,52328,54106,126587,48462,62586,73250,43299,115358,40469,34054,30177,31100,21019,52545,36397,14186,19958,81793,50661,50397,46115,26347,21497,9313,9817,11794,20957,19619,24667,36096,58434,48340,25250,24679,24877,25499,24469,19129,17516,0,0,0,0,0,0,0,0,0,0,0
2017/5/17,11404,32206,80002,90497,51666,31370,23665,8085,6325,31040,4757,9219,13737,21151,20152,36772,32381,10901,16435,6349,16990,16653,9529,55376,4677,23720,23224,34155,42705,33510,19112,56700,37135,66356,60538,20987,73623,54781,51134,43208,52946,270326,72585,48382,48672,52107,70484,58301,50437,26525,64323,15485,18651,37070,11359,7128,6374,27959,19935,14084,73514,15532,24242,14322,43311,44960,57599,75299,82383,53356,57459,130597,47666,63405,75320,43005,114090,39722,34030,29942,31954,23173,56290,35251,15837,20713,73572,48935,48767,47607,26701,22211,9314,9805,11954,20151,19002,24728,35473,56748,48224,25015,25567,23885,24738,23778,19060,17883,0,0,0,0,0,0,0,0,0,0,0
2017/5/18,11908,32176,81386,91957,51997,30906,23841,8203,6367,30945,4597,9066,13570,21295,20530,36497,32032,11060,16101,6494,16833,16326,9776,56054,4811,23781,22647,33184,43336,32715,18944,56584,37546,66167,61571,20908,73294,54065,50661,42812,52041,280013,73020,47538,48087,52063,71524,59530,47022,26136,63637,15171,18528,36688,10767,7097,6022,27506,19454,14342,73364,15147,24629,13749,42658,43268,57133,75561,81924,53550,56581,128596,46604,64183,76550,42866,116632,39822,33499,29581,31629,23523,64980,35881,15951,20093,79185,48651,48578,49029,26307,22498,9299,9946,11751,19952,18566,24961,35059,56020,48714,24657,24958,23690,24523,23629,19262,17500,0,0,0,0,0,0,0,0,0,0,0
2017/5/19,13431,34561,87807,110764,56716,34907,27022,8905,6692,34125,4908,9553,14674,22813,26069,37982,34814,13227,18181,6658,19372,18282,10551,58155,5305,25494,24671,36905,46360,35986,21039,68733,42632,72613,70006,22396,79502,58615,54980,45734,54096,367429,85658,52906,54177,57073,79017,65885,51384,27151,66733,16539,19528,38614,12687,7346,6301,28991,21069,15043,81920,16569,27833,15622,46554,45768,65194,91124,88035,56849,60873,164882,51203,71479,90664,51190,139720,43586,36455,32569,37459,23432,100722,39960,17682,23161,87169,51632,51855,51206,28429,30794,10178,10655,13159,21493,21836,28338,38580,61825,56146,27334,27999,26737,26500,25769,21303,19585,0,0,0,0,0,0,0,0,0,0,0
2017/5/20,10834,23792,53378,110354,40900,25063,19903,8022,5669,24881,4223,8410,21978,17148,28109,14498,17544,11066,16624,8395,13536,14772,4585,41005,5845,28760,20204,29250,36132,32537,18331,71995,43142,60620,56116,12153,68153,48397,43543,39116,29481,376448,87708,42136,42752,57645,90011,63014,44735,20802,55778,12699,14579,33312,15368,6406,3932,19823,18450,12210,92232,12665,24530,13251,38045,32795,62252,84926,72583,45190,60778,182666,37175,69566,86951,44464,118878,36531,31430,21147,28313,20356,106252,29810,25170,20362,46897,37566,34886,45071,22287,27976,9323,6114,12524,18357,20343,23196,29454,45107,51631,22571,22808,23038,20726,22992,16654,16905,0,0,0,0,0,0,0,0,0,0,0
2017/5/21,10532,19581,40475,89387,30567,20661,15888,6938,4511,22346,3292,7064,21205,15429,22458,11982,14378,8957,13435,7406,12073,12235,4213,31047,4515,22992,17485,25013,29453,31934,15621,64342,35642,48088,53439,9485,59466,41695,37769,34180,24240,365134,71838,31121,38933,51680,75613,54384,44593,16805,44552,11161,11602,29669,14086,5995,3288,17170,15922,10640,90001,12025,23070,11643,32906,26336,51195,74536,60013,38385,53608,157617,29158,57372,68138,37017,102672,27776,27994,17353,26014,16900,87310,23268,22536,17569,35989,25317,29694,35102,16467,25150,7544,5018,11070,14819,17005,20970,24707,37812,44976,19322,19833,19021,18236,19702,14807,14432,0,0,0,0,0,0,0,0,0,0,0
2017/5/22,11916,30173,76342,85318,49386,29537,22636,7839,6349,29994,4561,8900,11644,20012,19318,35149,30872,10645,16014,6335,16583,15722,9114,53058,4393,22816,21783,32908,41392,32360,18115,53651,35435,62848,55906,20791,71770,53188,49596,42134,52616,283577,67983,44620,48337,49756,67553,55733,45550,25685,62428,14989,18127,35302,10249,6937,5935,26472,19225,14082,73420,15004,24272,13883,42195,42329,54467,73509,78799,51085,55778,127491,43678,59143,71262,42831,114082,37440,32906,28242,30450,22623,77441,33879,15030,20167,76479,46103,46157,46169,25733,21579,9017,9493,11449,19346,18149,24038,34461,56321,46051,24558,25051,23195,24027,23181,19192,17310,0,0,0,0,0,0,0,0,0,0,0
2017/5/23,11100,31289,79586,87173,51948,30488,23643,8117,6226,30373,4829,9097,13996,20304,20537,36829,31780,10834,16337,6313,16567,16336,9403,54803,4426,23334,22456,33104,42598,33531,18499,55360,36437,64691,59901,21599,72044,53628,50091,42598,52785,267597,69647,45777,48694,52163,67225,55872,47144,26308,63346,15198,18501,35817,10650,7319,5976,26870,19721,13985,71072,15169,23683,13778,42595,44096,56137,74022,80956,51659,54694,128282,46132,61765,72459,43093,114688,39390,33136,29695,30911,22356,55405,34732,15627,20622,77890,45863,47115,45919,26121,21693,9270,9422,11674,19618,18082,24261,35180,55873,47857,24934,25039,23740,24562,23573,18962,17238,0,0,0,0,0,0,0,0,0,0,0
2017/5/24,11354,32109,80368,90349,52116,31900,24274,8719,6451,31571,4681,8975,11691,20457,20297,37232,32549,11190,16482,6314,17309,16389,10344,54767,4658,22847,23035,34201,43078,33482,19753,56541,37314,67812,62176,21502,73221,55298,51236,43531,53274,272975,70031,45090,48442,50832,63134,57374,46872,26436,63820,15502,18436,35495,10382,6899,6229,27319,18932,13802,69113,15132,24133,13950,42919,43896,55992,77271,82177,52751,54335,125411,49728,62831,74665,42973,115898,41164,33543,29833,31851,21494,52677,35416,15496,20723,81616,46880,48031,45278,26816,21969,9385,9540,11768,20067,18670,24988,35453,56825,48065,24977,24754,24136,24653,23474,19064,17264,0,0,0,0,0,0,0,0,0,0,0
2017/5/25,11923,32524,82527,91022,53118,32100,24155,8324,6373,31387,4496,9112,11180,20728,24185,36960,32620,11137,16247,6137,17077,16492,10208,55768,4746,22752,22801,34348,43180,33400,18939,57061,38431,67944,61787,21366,73675,54145,51714,43552,53097,283773,71416,45403,49586,51425,69216,57742,46776,26574,63536,15768,19092,35501,10535,7164,5994,27243,19335,14046,69640,15122,23927,14010,43465,43744,57379,76686,82504,52936,54762,127905,47713,63203,76132,43099,118536,41263,33993,30504,32758,22181,53902,35619,14913,20846,80316,47865,49009,46694,26255,22850,9589,9670,12048,20397,18899,24800,35286,56673,48364,25270,24899,23826,25179,23643,19355,17850,0,0,0,0,0,0,0,0,0,0,0
2017/5/26,14187,32400,83152,100984,53000,32166,24805,8581,6498,32712,4895,9312,14375,20926,22784,36350,33104,12289,17369,6832,18390,17872,9263,57831,4659,24985,23848,36294,45269,36123,20185,63736,41026,69797,66152,21761,77378,58026,53205,44988,54873,364338,78356,48577,52160,55416,76358,63946,50300,27261,65972,16198,19160,39553,11459,7349,6369,28002,20477,15483,81285,16388,26886,15117,45849,45120,60814,86024,85320,54271,60560,146764,47741,68438,82298,49484,130148,43238,35830,31581,38783,23317,57372,37145,17266,22628,81175,42916,48570,50568,27421,24728,10647,9993,13294,21045,20294,27957,37401,59175,51276,26193,26526,25013,25362,24976,20732,18955,0,0,0,0,0,0,0,0,0,0,0
2017/5/27,10661,19658,44877,98686,29296,20404,16257,7436,4510,19074,3206,5859,15863,13636,22391,10865,13755,7419,13725,5199,10980,12499,3916,34837,4070,21608,17937,25893,31029,26538,16684,56710,34034,48103,47394,9058,61913,44543,38594,35923,23506,358367,74320,36576,33823,56581,70649,54356,37675,18410,48166,11810,12271,28671,13409,6131,3605,16218,16047,10711,72769,11615,20831,11625,33335,28356,52222,78801,62712,39022,50524,160888,28290,55609,71010,38061,107289,29773,26999,17324,29214,14597,47656,25258,16294,17639,39498,33451,31573,36708,16026,17249,7280,4677,9892,16322,17526,20820,25363,36868,43105,19630,20248,20168,18729,20309,14157,14042,0,0,0,0,0,0,0,0,0,0,0
2017/5/28,10174,16766,35938,88596,24343,15101,14136,6805,4069,15089,3424,7190,30218,12986,25518,9251,11931,6925,12340,7098,9583,11013,3863,31224,4207,24623,16785,23569,28008,25833,15180,56321,31832,38348,50020,8095,55796,41161,35417,33826,20527,332498,68746,31525,34862,61558,80611,54062,36756,15281,39956,10754,12225,28909,16944,5688,3593,16897,15585,11775,109548,12007,22669,11533,31737,25214,48866,73303,54321,36836,54881,165209,25502,50311,61322,35281,102590,26008,25813,15363,25127,18994,52058,21328,21494,16970,33977,28893,28492,38737,13469,18365,8167,4621,11479,13848,17575,18582,22667,35351,41706,18925,19264,19572,17595,19267,14295,13864,0,0,0,0,0,0,0,0,0,0,0
2017/5/29,9784,16847,35321,92599,23635,15603,14609,6966,3641,17220,3463,6931,31816,11615,19001,9432,11407,6729,12353,7310,9774,11081,3732,33635,3871,25876,16538,23498,26061,23870,14348,47419,28668,37584,41216,8078,56727,39789,35677,33623,31602,319142,65149,38047,30782,51764,77636,54702,35790,18048,44658,10307,12247,27802,14910,5562,4699,16761,16508,11288,115217,11203,20275,11619,30743,28029,47246,70452,53246,35771,52471,158025,19235,46571,64619,32958,100514,23923,24827,15062,25562,19680,51649,22721,17153,17386,33687,20961,27765,36485,11825,15280,6712,4055,10381,12935,17345,17786,22032,33787,39114,20500,18321,18453,17393,18859,13412,13170,0,0,0,0,0,0,0,0,0,0,0
2017/5/30,9684,14634,29956,73991,20817,14574,12347,6298,3341,14403,2503,4409,15103,11777,16780,8717,10021,6093,11246,4880,8893,9918,3419,42100,3197,18300,13952,19888,21412,20469,13439,41754,23589,32675,31236,6224,47899,34011,29941,27786,15765,295627,51870,23705,24898,39118,51116,39051,30077,12843,34361,9072,9531,23356,10039,4520,2908,13612,14595,11886,79254,9507,15373,9084,25853,19902,36200,63028,45736,30909,40400,122381,18655,37216,50731,26150,88509,22207,21605,13856,23992,12940,47748,18048,10615,13172,28154,17658,23858,25368,12037,11829,5271,3335,8217,10811,13572,15996,18656,27746,31537,15934,15118,14735,14106,15801,11259,10837,0,0,0,0,0,0,0,0,0,0,0
2017/5/31,12479,31466,78801,86177,51183,30680,23492,7989,6168,30348,4591,9024,13229,20785,20582,35379,31610,10720,16217,6427,17204,16268,9360,70422,4509,23133,22441,33968,42283,32532,18644,57130,35387,64852,56585,20280,72400,54404,50549,43129,53263,292578,68715,44326,48195,50632,65939,57366,47897,26003,63979,15328,17977,36817,10520,7095,6091,27394,20798,18471,76808,15250,24511,13953,42676,43431,55392,75558,80472,51803,54618,128059,46514,60589,71094,41313,116901,39367,33244,29544,32669,22367,63930,34398,15606,20586,76576,46854,46182,45693,26190,21901,9064,9340,11787,19558,18581,24719,33913,54926,45395,24941,25275,23867,24157,23267,19445,17459,0,0,0,0,0,0,0,0,0,0,0
2017/6/1,11601,31996,81225,89815,53368,30753,23733,7813,6260,30921,4527,9240,13344,20785,22431,36627,32479,11707,16500,6340,17057,16892,9827,77846,4647,22607,22407,33583,43123,33505,18708,56237,36105,64553,58398,21075,72643,53997,50279,42614,53022,271770,70735,45729,49136,51563,67284,57636,46712,26145,63350,15226,17978,36241,10823,7162,6031,27000,19062,13943,70405,15162,24123,13542,42703,43450,56545,75313,81068,51795,54847,130865,46607,61677,73649,43021,120622,39859,33634,29887,33268,22552,66536,35501,15459,19671,79667,48239,46770,46165,25591,22067,9428,9509,11649,19714,18432,24371,34666,55204,48057,24780,25437,23553,24439,23771,19343,17307,0,0,0,0,0,0,0,0,0,0,0
2017/6/2,12303,31912,80584,90235,51142,31714,23888,8136,6070,29853,4345,8388,9749,19329,21708,37125,32519,11609,16494,5762,17714,17208,11170,76530,4542,21511,22025,32555,42463,31817,19311,55446,36051,64384,56948,19946,71972,52790,49993,41582,50107,286317,69465,44170,46125,46223,60954,51748,44308,25249,58611,14786,17430,32821,10457,6959,5807,24877,18358,13773,58905,15055,23320,13309,41800,42364,53853,77513,79331,50625,50341,130103,46774,60864,72580,43895,120365,39923,32548,28971,35428,19895,64794,35228,13980,19546,78325,46923,47928,42895,22724,21138,8932,9750,11515,19672,19178,24375,35085,54935,47501,24674,24761,24296,24697,23695,18674,17619,0,0,0,0,0,0,0,0,0,0,0
2017/6/3,11058,27623,69403,102414,46287,26392,21122,7714,5585,26864,3764,7830,11165,16250,23610,25121,25691,10455,15761,5394,14934,15603,9854,62460,4724,20422,20428,31206,37905,29066,18369,57466,33754,57543,59736,15731,68755,49232,45519,38330,31515,300352,75352,41103,42960,45352,56287,54048,40593,21639,51988,12211,12710,31250,10565,6400,3721,17397,16616,11423,56621,13775,21614,12109,38712,33965,53110,82628,72855,47568,50248,148107,41746,58311,76071,46760,123310,38545,30998,26492,34223,17023,61111,32170,14973,19730,72264,40027,44402,37761,16929,20462,8364,8392,11257,19055,19449,23627,33332,50737,49290,22949,22974,24027,23099,22372,16677,16281,0,0,0,0,0,0,0,0,0,0,0
2017/6/4,9235,16675,38432,84943,30352,18954,14281,6532,4143,17485,2865,4413,8932,12817,22970,9784,11408,6994,11872,4446,9855,10974,4496,29681,3639,15713,15298,22912,28054,24389,15077,62906,30884,42413,44129,8338,52137,36815,32376,29525,23508,287212,64924,26965,32093,38562,53133,43140,32944,13993,42295,9742,9265,24180,9735,4756,2839,13592,12679,8146,51417,10054,16321,9595,28714,23372,44949,68317,56177,35113,45535,145323,29357,47869,60745,31870,89604,27408,24341,15454,24357,11017,43486,20337,15518,14469,32180,33621,28852,29143,13695,13518,6679,4079,8676,12273,15019,16635,22693,32919,39356,15730,16121,17703,16215,17105,11680,11634,0,0,0,0,0,0,0,0,0,0,0
