"車站日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2016/12/7,"5,340 ","16,288 ","38,187 ","46,552 ","27,471 ","16,235 ","12,226 ","4,169 ","3,343 ","15,587 ","2,670 ","4,693 ","6,847 ","10,912 ","11,311 ","18,462 ","16,015 ","5,912 ","8,327 ","3,262 ","8,829 ","8,555 ","5,306 ","30,494 ","2,305 ","12,773 ","11,438 ","17,539 ","22,198 ","17,425 ","9,748 ","29,557 ","18,835 ","33,789 ","31,184 ","10,499 ","36,412 ","27,317 ","26,121 ","22,419 ","25,143 ","141,603 ","36,357 ","22,863 ","27,169 ","27,542 ","38,131 ","34,423 ","25,769 ","13,771 ","32,605 ","8,150 ","9,846 ","17,931 ","7,481 ","3,729 ","2,984 ","14,191 ","10,316 ","7,406 ","38,586 ","7,587 ","11,554 ","7,284 ","22,010 ","22,934 ","29,770 ","40,435 ","44,071 ","26,127 ","29,248 ","67,939 ","23,040 ","32,819 ","37,258 ","21,147 ","61,124 ","20,367 ","17,309 ","15,753 ","15,932 ","11,908 ","35,448 ","17,091 ","8,198 ","8,263 ","39,467 ","23,593 ","22,632 ","23,451 ","13,478 ","10,999 ","5,283 ","4,810 ","4,717 ","10,318 ","9,170 ","13,870 ","17,515 ","27,500 ","25,275 ","13,326 ","13,181 ","12,071 ","12,706 ","11,976 ","10,363 ","9,579 ",,,,,,,,,,,
2016/12/8,"5,609 ","16,747 ","38,377 ","46,578 ","26,988 ","16,358 ","12,352 ","4,252 ","3,289 ","15,683 ","2,602 ","4,660 ","7,326 ","11,180 ","10,710 ","18,351 ","15,976 ","5,988 ","8,313 ","3,410 ","8,736 ","8,548 ","4,987 ","28,559 ","2,339 ","12,662 ","11,232 ","17,261 ","22,087 ","17,397 ","9,674 ","29,367 ","18,895 ","33,861 ","31,788 ","10,148 ","36,308 ","27,307 ","26,325 ","22,306 ","24,382 ","144,219 ","36,757 ","22,181 ","27,525 ","27,798 ","38,332 ","34,365 ","25,348 ","13,669 ","31,964 ","8,076 ","10,036 ","17,794 ","7,708 ","3,691 ","2,871 ","14,244 ","9,999 ","7,479 ","39,691 ","7,575 ","11,733 ","6,974 ","21,635 ","22,536 ","29,343 ","40,918 ","43,715 ","26,558 ","29,911 ","69,600 ","23,525 ","33,176 ","38,033 ","21,395 ","62,602 ","20,769 ","17,508 ","15,039 ","16,014 ","12,325 ","35,762 ","17,463 ","8,337 ","8,450 ","39,444 ","23,870 ","22,120 ","23,617 ","13,487 ","11,171 ","5,178 ","4,849 ","4,797 ","10,078 ","9,049 ","14,052 ","17,755 ","27,959 ","25,576 ","13,158 ","12,891 ","11,811 ","12,754 ","11,859 ","10,318 ","9,622 ",,,,,,,,,,,
2016/12/9,"6,475 ","17,539 ","40,295 ","54,038 ","27,830 ","17,454 ","13,081 ","4,405 ","3,443 ","18,056 ","2,770 ","5,063 ","8,676 ","11,939 ","13,478 ","18,949 ","17,528 ","6,633 ","9,028 ","3,676 ","9,901 ","9,253 ","5,143 ","30,240 ","2,569 ","13,520 ","12,045 ","19,103 ","23,651 ","19,307 ","10,635 ","35,929 ","21,725 ","35,763 ","33,552 ","10,635 ","38,946 ","29,652 ","27,856 ","23,514 ","24,926 ","183,214 ","41,631 ","23,768 ","29,461 ","30,059 ","43,753 ","37,835 ","30,820 ","14,550 ","34,940 ","8,625 ","10,738 ","19,491 ","8,376 ","3,878 ","2,944 ","15,491 ","10,787 ","8,120 ","47,953 ","8,255 ","12,649 ","7,646 ","23,018 ","23,500 ","32,699 ","51,436 ","46,881 ","28,033 ","31,488 ","79,779 ","25,956 ","47,725 ","43,341 ","23,694 ","73,335 ","21,596 ","18,896 ","16,190 ","18,342 ","12,626 ","40,208 ","18,625 ","9,010 ","9,440 ","39,877 ","29,320 ","23,059 ","26,438 ","14,757 ","11,873 ","5,939 ","5,145 ","5,108 ","10,993 ","10,079 ","16,692 ","18,718 ","29,337 ","26,821 ","13,865 ","13,692 ","12,939 ","13,339 ","12,679 ","11,103 ","10,650 ",,,,,,,,,,,
2016/12/10,"5,251 ","12,934 ","27,489 ","60,533 ","18,818 ","13,683 ","10,066 ","4,272 ","2,856 ","13,239 ","2,263 ","3,653 ","11,217 ","8,799 ","13,609 ","7,314 ","7,816 ","4,722 ","8,438 ","3,666 ","7,027 ","7,573 ","2,400 ","22,869 ","2,264 ","13,590 ","10,961 ","17,080 ","19,536 ","20,093 ","10,084 ","49,982 ","24,396 ","32,356 ","52,215 ","6,216 ","37,755 ","26,742 ","25,406 ","22,366 ","41,787 ","233,639 ","46,623 ","24,753 ","23,623 ","34,211 ","47,305 ","38,137 ","26,994 ","11,911 ","30,875 ","7,385 ","8,796 ","18,188 ","10,436 ","3,863 ","2,189 ","10,297 ","9,798 ","6,331 ","50,151 ","7,592 ","13,082 ","7,453 ","21,405 ","19,106 ","36,627 ","74,883 ","44,044 ","26,103 ","32,775 ","102,634 ","28,664 ","64,184 ","46,924 ","22,742 ","81,107 ","18,029 ","18,423 ","11,494 ","15,119 ","10,778 ","53,674 ","15,376 ","11,578 ","8,630 ","22,770 ","21,261 ","19,140 ","21,777 ","11,863 ","10,653 ","5,521 ","3,177 ","6,245 ","10,709 ","10,163 ","14,069 ","15,197 ","23,603 ","31,765 ","13,088 ","12,975 ","13,248 ","12,054 ","12,324 ","10,173 ","9,899 ",,,,,,,,,,,
2016/12/11,"4,658 ","10,706 ","20,215 ","48,565 ","13,398 ","9,980 ","7,628 ","3,548 ","2,411 ","9,167 ","1,784 ","2,759 ","9,921 ","6,381 ","11,397 ","5,456 ","6,268 ","3,731 ","6,743 ","3,195 ","5,358 ","6,025 ","1,973 ","16,888 ","2,327 ","11,388 ","8,836 ","12,997 ","15,569 ","15,472 ","7,925 ","38,726 ","18,940 ","24,112 ","23,879 ","4,524 ","30,657 ","21,683 ","20,055 ","18,513 ","12,984 ","207,182 ","37,224 ","15,469 ","21,019 ","28,909 ","35,858 ","30,992 ","21,791 ","8,027 ","24,499 ","6,121 ","6,708 ","14,148 ","9,222 ","2,703 ","1,643 ","8,197 ","7,691 ","5,800 ","42,301 ","6,650 ","10,380 ","6,249 ","17,943 ","14,531 ","28,653 ","56,484 ","34,333 ","20,823 ","28,497 ","83,609 ","19,074 ","53,574 ","36,612 ","17,708 ","67,345 ","14,010 ","15,001 ","9,277 ","13,797 ","8,669 ","43,533 ","11,487 ","9,730 ","6,690 ","18,658 ","16,530 ","15,249 ","17,833 ","7,991 ","8,156 ","4,268 ","2,452 ","3,615 ","7,683 ","8,250 ","12,420 ","12,515 ","18,391 ","22,667 ","10,546 ","10,424 ","10,743 ","10,005 ","9,935 ","8,215 ","8,139 ",,,,,,,,,,,
2016/12/12,"5,528 ","16,222 ","38,003 ","44,798 ","25,909 ","15,314 ","12,021 ","4,113 ","3,207 ","15,317 ","2,514 ","4,816 ","6,545 ","10,169 ","10,740 ","17,680 ","15,762 ","6,002 ","8,233 ","3,382 ","8,426 ","8,272 ","4,811 ","28,319 ","2,286 ","12,917 ","11,104 ","17,126 ","21,508 ","17,442 ","9,690 ","28,372 ","18,250 ","32,901 ","29,666 ","10,190 ","35,763 ","26,651 ","25,833 ","23,118 ","25,107 ","153,726 ","35,762 ","22,425 ","26,232 ","25,810 ","37,521 ","30,241 ","24,032 ","13,666 ","31,723 ","7,961 ","9,872 ","17,553 ","7,275 ","3,421 ","2,903 ","13,680 ","9,710 ","7,259 ","40,693 ","7,718 ","11,690 ","7,324 ","21,990 ","22,580 ","29,332 ","42,415 ","42,918 ","25,629 ","29,237 ","69,043 ","22,259 ","31,343 ","37,040 ","20,115 ","62,931 ","20,041 ","17,214 ","14,625 ","16,290 ","12,412 ","31,583 ","16,729 ","8,129 ","8,368 ","37,447 ","22,863 ","22,088 ","23,990 ","12,885 ","10,747 ","5,179 ","4,595 ","4,829 ","10,125 ","9,300 ","13,672 ","17,438 ","27,756 ","23,611 ","13,144 ","12,817 ","11,905 ","12,531 ","11,946 ","10,124 ","9,381 ",,,,,,,,,,,
2016/12/13,"5,395 ","16,531 ","38,235 ","45,645 ","26,433 ","16,255 ","12,178 ","4,257 ","3,326 ","15,819 ","2,539 ","4,852 ","7,961 ","10,509 ","10,967 ","18,380 ","16,256 ","6,050 ","8,177 ","3,490 ","8,679 ","8,429 ","4,731 ","29,047 ","2,382 ","12,701 ","11,028 ","17,105 ","21,898 ","17,174 ","9,724 ","28,433 ","18,716 ","33,678 ","30,357 ","10,112 ","36,531 ","27,370 ","26,134 ","22,313 ","24,977 ","139,919 ","36,244 ","22,582 ","26,736 ","27,021 ","37,560 ","30,580 ","24,094 ","13,971 ","31,778 ","8,131 ","10,622 ","17,839 ","7,494 ","3,594 ","3,130 ","14,067 ","9,837 ","7,310 ","39,448 ","7,679 ","11,498 ","7,132 ","21,801 ","22,674 ","29,734 ","40,394 ","43,552 ","26,102 ","30,384 ","66,846 ","23,056 ","32,181 ","37,402 ","21,674 ","61,361 ","20,256 ","17,457 ","15,327 ","15,980 ","12,087 ","30,151 ","17,041 ","7,981 ","8,435 ","37,754 ","23,243 ","22,309 ","23,897 ","13,388 ","10,829 ","5,253 ","4,891 ","4,666 ","10,317 ","9,203 ","13,673 ","17,845 ","28,277 ","24,408 ","13,170 ","12,754 ","11,750 ","12,683 ","11,899 ","10,232 ","9,376 ",,,,,,,,,,,
2016/12/14,"5,521 ","16,983 ","39,051 ","47,058 ","26,633 ","16,473 ","12,210 ","4,330 ","3,244 ","15,364 ","2,566 ","4,724 ","6,636 ","10,620 ","11,502 ","18,580 ","16,134 ","5,920 ","8,407 ","3,218 ","8,702 ","8,329 ","4,909 ","29,009 ","2,350 ","12,574 ","11,451 ","17,441 ","22,099 ","17,101 ","9,992 ","29,556 ","19,243 ","34,096 ","30,170 ","10,230 ","36,512 ","27,586 ","26,208 ","22,358 ","25,124 ","142,725 ","37,031 ","22,940 ","26,725 ","26,821 ","36,907 ","30,345 ","25,223 ","13,805 ","32,730 ","8,019 ","10,174 ","18,084 ","7,377 ","3,552 ","3,019 ","14,005 ","9,794 ","7,232 ","37,423 ","7,709 ","11,338 ","7,271 ","21,829 ","22,811 ","29,793 ","40,962 ","43,896 ","26,303 ","29,240 ","69,058 ","23,756 ","32,589 ","38,165 ","22,178 ","62,309 ","20,660 ","17,418 ","15,051 ","15,967 ","11,988 ","30,297 ","17,441 ","7,735 ","8,296 ","38,732 ","23,341 ","22,815 ","23,738 ","13,780 ","11,024 ","5,306 ","4,795 ","4,797 ","10,283 ","9,086 ","13,668 ","17,686 ","27,747 ","25,013 ","13,277 ","12,891 ","12,032 ","12,778 ","11,941 ","10,375 ","9,436 ",,,,,,,,,,,
2016/12/15,"5,835 ","17,040 ","39,416 ","50,045 ","26,823 ","16,763 ","12,474 ","4,272 ","3,288 ","15,521 ","2,562 ","4,651 ","6,596 ","10,991 ","11,668 ","18,592 ","16,181 ","5,980 ","8,381 ","3,257 ","8,601 ","8,435 ","5,137 ","30,261 ","2,322 ","12,477 ","11,323 ","17,515 ","22,965 ","17,574 ","9,942 ","30,399 ","19,683 ","34,319 ","31,464 ","10,673 ","36,768 ","27,480 ","26,411 ","22,619 ","24,945 ","146,860 ","38,351 ","22,455 ","26,917 ","27,319 ","37,594 ","30,237 ","24,067 ","13,661 ","32,023 ","8,130 ","10,150 ","17,669 ","7,746 ","3,623 ","2,889 ","14,220 ","9,675 ","7,275 ","38,020 ","7,627 ","11,612 ","7,121 ","21,798 ","22,940 ","29,966 ","42,189 ","44,593 ","26,449 ","30,120 ","70,401 ","24,221 ","33,765 ","39,853 ","21,958 ","64,721 ","20,934 ","17,732 ","15,143 ","16,466 ","11,909 ","34,777 ","17,584 ","7,839 ","8,547 ","39,703 ","24,548 ","22,909 ","23,988 ","13,531 ","11,013 ","5,433 ","4,730 ","4,833 ","10,236 ","9,253 ","14,194 ","18,099 ","27,974 ","25,715 ","13,306 ","12,954 ","12,024 ","12,989 ","12,033 ","10,335 ","9,652 ",,,,,,,,,,,
2016/12/16,"6,604 ","17,836 ","40,859 ","56,142 ","27,493 ","17,118 ","13,091 ","4,597 ","3,490 ","18,240 ","2,702 ","5,079 ","8,041 ","11,594 ","14,518 ","19,456 ","17,117 ","6,801 ","9,151 ","3,463 ","9,586 ","9,280 ","5,227 ","33,085 ","2,489 ","13,879 ","12,301 ","19,172 ","24,414 ","19,157 ","10,578 ","36,674 ","22,886 ","36,435 ","33,810 ","10,822 ","38,958 ","29,489 ","27,915 ","23,627 ","25,263 ","184,438 ","43,821 ","24,693 ","29,346 ","31,875 ","44,289 ","34,745 ","26,065 ","14,587 ","34,876 ","8,504 ","10,443 ","19,643 ","9,175 ","3,804 ","3,194 ","15,496 ","10,736 ","8,160 ","47,101 ","8,312 ","12,899 ","7,555 ","23,420 ","24,144 ","34,410 ","64,718 ","48,162 ","28,218 ","31,933 ","82,762 ","25,806 ","37,562 ","46,882 ","23,940 ","76,712 ","22,461 ","19,175 ","16,364 ","19,257 ","12,980 ","41,252 ","18,995 ","8,386 ","9,507 ","40,919 ","21,656 ","24,245 ","26,285 ","15,102 ","11,851 ","5,958 ","4,975 ","5,161 ","10,656 ","10,154 ","16,375 ","19,248 ","30,727 ","27,539 ","13,898 ","13,611 ","13,526 ","13,523 ","12,921 ","11,136 ","10,454 ",,,,,,,,,,,
2016/12/17,"5,227 ","13,354 ","27,167 ","60,132 ","19,680 ","12,959 ","10,699 ","4,093 ","2,942 ","12,913 ","2,384 ","3,801 ","13,197 ","8,843 ","14,713 ","7,456 ","8,177 ","5,023 ","8,927 ","4,260 ","7,697 ","7,969 ","2,526 ","27,101 ","2,693 ","13,133 ","10,909 ","17,550 ","19,631 ","17,735 ","9,873 ","39,585 ","23,781 ","31,981 ","30,838 ","5,900 ","37,317 ","26,671 ","24,218 ","22,385 ","15,666 ","213,656 ","47,472 ","23,198 ","23,599 ","37,606 ","49,125 ","33,213 ","23,468 ","11,389 ","29,811 ","7,337 ","8,254 ","17,773 ","11,351 ","3,676 ","2,350 ","11,189 ","9,982 ","6,869 ","51,528 ","7,704 ","13,270 ","8,045 ","21,734 ","22,119 ","40,564 ","104,153 ","44,725 ","26,744 ","34,382 ","102,087 ","18,787 ","38,880 ","48,638 ","24,082 ","88,652 ","18,494 ","17,657 ","11,517 ","15,474 ","12,170 ","54,281 ","15,231 ","11,503 ","8,688 ","24,846 ","21,463 ","18,822 ","24,489 ","11,218 ","12,306 ","6,206 ","2,971 ","10,396 ","9,388 ","11,007 ","14,459 ","15,878 ","23,783 ","27,212 ","12,906 ","12,544 ","13,536 ","12,470 ","12,767 ","9,477 ","9,614 ",,,,,,,,,,,
2016/12/18,"5,038 ","11,260 ","22,187 ","49,233 ","15,669 ","10,520 ","8,516 ","3,790 ","2,614 ","8,915 ","1,998 ","3,792 ","13,177 ","7,353 ","13,147 ","5,592 ","6,583 ","4,119 ","7,583 ","4,441 ","5,960 ","6,758 ","2,176 ","20,676 ","2,168 ","13,344 ","9,247 ","13,889 ","15,429 ","15,385 ","9,009 ","37,497 ","19,964 ","25,459 ","27,905 ","4,629 ","31,864 ","22,604 ","20,997 ","18,675 ","13,548 ","206,078 ","39,301 ","15,880 ","21,729 ","36,370 ","41,711 ","29,592 ","24,239 ","8,400 ","23,339 ","6,157 ","7,122 ","15,173 ","9,433 ","3,061 ","1,899 ","8,796 ","8,279 ","5,923 ","51,536 ","6,762 ","11,843 ","6,735 ","18,406 ","15,728 ","31,203 ","63,920 ","35,673 ","22,011 ","30,823 ","87,537 ","15,853 ","31,918 ","38,019 ","19,858 ","77,521 ","15,509 ","14,959 ","9,306 ","14,716 ","12,453 ","47,542 ","12,854 ","11,869 ","7,253 ","18,485 ","20,741 ","15,876 ","19,581 ","8,613 ","9,212 ","4,961 ","2,619 ","4,055 ","8,147 ","8,998 ","13,282 ","14,149 ","20,172 ","24,539 ","11,142 ","10,624 ","10,715 ","10,296 ","10,882 ","8,412 ","8,354 ",,,,,,,,,,,
2016/12/19,"5,668 ","16,131 ","37,209 ","46,483 ","25,867 ","15,561 ","11,694 ","4,177 ","3,107 ","15,104 ","2,445 ","4,617 ","6,494 ","10,109 ","10,742 ","17,487 ","15,544 ","5,880 ","8,268 ","3,442 ","8,342 ","8,396 ","4,830 ","28,658 ","2,242 ","13,041 ","11,049 ","16,932 ","20,852 ","16,745 ","9,525 ","28,153 ","18,284 ","32,450 ","29,925 ","10,278 ","35,956 ","26,765 ","25,833 ","22,171 ","26,301 ","151,215 ","36,152 ","22,417 ","26,061 ","28,317 ","38,013 ","29,558 ","23,157 ","13,712 ","31,121 ","7,963 ","9,743 ","17,720 ","6,945 ","3,444 ","2,877 ","13,629 ","9,761 ","7,319 ","39,941 ","7,643 ","11,595 ","7,125 ","21,787 ","22,475 ","29,594 ","42,888 ","43,038 ","25,581 ","29,870 ","69,296 ","21,468 ","31,947 ","37,500 ","20,773 ","64,720 ","19,668 ","17,123 ","14,655 ","16,067 ","12,905 ","34,405 ","16,821 ","8,110 ","8,451 ","37,748 ","22,860 ","21,683 ","23,568 ","12,695 ","10,794 ","5,152 ","4,484 ","4,649 ","10,224 ","9,165 ","13,920 ","17,735 ","27,769 ","24,128 ","13,254 ","12,750 ","11,916 ","12,452 ","11,801 ","10,023 ","9,204 ",,,,,,,,,,,
2016/12/20,"5,389 ","16,575 ","38,751 ","47,846 ","26,319 ","16,125 ","12,311 ","4,256 ","3,189 ","15,500 ","2,564 ","4,797 ","8,750 ","10,798 ","11,354 ","18,154 ","16,214 ","5,870 ","8,123 ","3,438 ","8,688 ","8,388 ","4,784 ","30,242 ","2,280 ","12,903 ","11,345 ","17,353 ","22,153 ","16,991 ","9,731 ","29,299 ","18,923 ","34,092 ","31,027 ","10,400 ","36,394 ","27,154 ","26,059 ","22,384 ","25,403 ","142,448 ","37,773 ","22,254 ","26,874 ","29,346 ","39,107 ","30,458 ","24,245 ","13,906 ","32,240 ","8,218 ","9,997 ","18,391 ","7,784 ","3,691 ","3,001 ","14,096 ","9,923 ","7,644 ","41,006 ","7,743 ","11,558 ","7,138 ","21,884 ","22,917 ","29,640 ","43,009 ","43,883 ","26,362 ","30,467 ","71,137 ","23,856 ","32,557 ","38,538 ","21,468 ","63,640 ","20,596 ","17,398 ","14,972 ","16,519 ","12,475 ","32,291 ","17,426 ","8,248 ","8,441 ","38,303 ","23,493 ","22,412 ","23,753 ","13,702 ","11,014 ","5,525 ","4,813 ","4,760 ","10,373 ","9,351 ","13,922 ","18,227 ","27,924 ","25,376 ","13,175 ","12,842 ","12,073 ","12,595 ","11,930 ","10,181 ","9,212 ",,,,,,,,,,,
2016/12/21,"5,662 ","16,769 ","38,791 ","48,388 ","26,680 ","16,397 ","12,194 ","4,326 ","3,251 ","15,310 ","2,661 ","4,750 ","8,113 ","10,728 ","11,554 ","18,335 ","16,283 ","5,998 ","8,516 ","3,517 ","8,629 ","8,482 ","4,635 ","29,607 ","2,354 ","12,857 ","11,410 ","17,570 ","22,290 ","17,465 ","9,798 ","30,907 ","19,715 ","34,670 ","31,065 ","10,515 ","36,729 ","27,432 ","25,995 ","22,307 ","25,072 ","144,973 ","38,161 ","23,171 ","26,733 ","28,392 ","38,747 ","30,890 ","25,335 ","13,807 ","32,195 ","8,095 ","9,797 ","18,192 ","6,952 ","3,721 ","2,990 ","13,955 ","9,998 ","7,309 ","40,400 ","7,677 ","11,495 ","7,094 ","21,721 ","22,783 ","30,184 ","42,501 ","43,980 ","26,682 ","29,606 ","70,896 ","24,742 ","33,966 ","39,188 ","21,929 ","65,331 ","20,850 ","17,528 ","14,980 ","16,352 ","12,551 ","32,384 ","17,743 ","8,283 ","8,623 ","39,069 ","29,249 ","23,031 ","24,203 ","13,654 ","11,142 ","5,260 ","4,737 ","4,758 ","10,832 ","9,283 ","14,022 ","18,225 ","28,359 ","25,835 ","13,143 ","12,895 ","12,278 ","12,764 ","11,832 ","10,511 ","9,399 ",,,,,,,,,,,
2016/12/22,"5,842 ","17,318 ","40,625 ","51,686 ","27,701 ","16,829 ","12,728 ","4,461 ","3,093 ","15,700 ","2,553 ","4,746 ","6,836 ","11,219 ","11,619 ","18,818 ","16,209 ","6,028 ","8,406 ","3,407 ","8,981 ","8,718 ","5,127 ","30,241 ","2,459 ","12,743 ","11,164 ","17,733 ","22,552 ","17,455 ","10,064 ","31,583 ","20,037 ","34,834 ","31,897 ","10,721 ","37,344 ","27,508 ","26,408 ","22,506 ","25,249 ","150,847 ","40,020 ","22,719 ","27,251 ","28,060 ","39,266 ","30,606 ","24,072 ","13,823 ","32,655 ","8,246 ","10,216 ","18,068 ","7,511 ","3,565 ","2,969 ","14,048 ","9,830 ","7,209 ","38,612 ","7,767 ","11,446 ","7,035 ","21,886 ","23,018 ","30,724 ","43,665 ","45,081 ","26,408 ","30,171 ","74,492 ","23,853 ","34,604 ","41,906 ","22,685 ","69,792 ","21,282 ","17,945 ","15,178 ","16,762 ","11,895 ","34,873 ","18,004 ","8,081 ","9,125 ","40,258 ","25,646 ","23,417 ","24,491 ","13,974 ","10,964 ","5,284 ","4,852 ","4,986 ","10,636 ","9,798 ","14,469 ","18,404 ","28,767 ","26,568 ","13,394 ","12,881 ","12,292 ","13,060 ","12,107 ","10,228 ","9,560 ",,,,,,,,,,,
2016/12/23,"6,964 ","18,370 ","42,176 ","59,024 ","28,482 ","17,905 ","13,186 ","4,633 ","3,304 ","18,382 ","2,737 ","5,162 ","9,908 ","11,728 ","14,458 ","19,465 ","16,990 ","7,351 ","9,264 ","3,978 ","10,057 ","9,756 ","5,122 ","44,050 ","2,608 ","14,036 ","12,429 ","19,479 ","23,962 ","19,480 ","10,880 ","36,713 ","22,491 ","37,046 ","35,655 ","10,919 ","39,788 ","29,110 ","28,320 ","23,762 ","25,458 ","188,369 ","45,893 ","24,876 ","29,648 ","31,816 ","46,791 ","35,726 ","27,027 ","14,769 ","34,729 ","8,773 ","10,510 ","20,663 ","9,380 ","3,998 ","3,269 ","16,210 ","10,755 ","8,171 ","49,687 ","8,328 ","12,941 ","7,863 ","23,837 ","24,167 ","34,759 ","57,300 ","48,385 ","28,922 ","33,455 ","87,283 ","25,726 ","38,309 ","47,232 ","26,166 ","85,051 ","22,603 ","19,333 ","16,670 ","19,833 ","13,633 ","46,241 ","19,474 ","9,194 ","9,720 ","40,678 ","30,420 ","24,230 ","27,568 ","15,294 ","11,981 ","5,741 ","4,949 ","5,433 ","11,383 ","10,636 ","17,182 ","19,690 ","31,112 ","28,955 ","14,212 ","13,861 ","13,619 ","13,729 ","13,097 ","11,367 ","10,600 ",,,,,,,,,,,
2016/12/24,"5,378 ","13,733 ","27,946 ","62,524 ","18,478 ","12,908 ","10,467 ","4,218 ","3,214 ","11,798 ","2,288 ","3,575 ","12,393 ","8,720 ","16,967 ","7,275 ","8,121 ","5,984 ","9,160 ","4,026 ","7,591 ","8,163 ","3,369 ","39,988 ","3,032 ","21,838 ","11,670 ","17,563 ","19,459 ","18,050 ","10,128 ","39,600 ","23,445 ","31,389 ","29,804 ","5,513 ","38,503 ","28,383 ","25,578 ","21,914 ","15,155 ","209,779 ","48,178 ","22,805 ","22,837 ","35,910 ","49,495 ","33,422 ","24,024 ","11,031 ","29,491 ","7,372 ","8,190 ","17,639 ","10,995 ","3,760 ","2,129 ","9,980 ","10,099 ","6,694 ","52,105 ","7,777 ","12,694 ","8,228 ","21,661 ","19,370 ","39,136 ","87,736 ","44,045 ","26,159 ","34,860 ","102,828 ","21,438 ","39,520 ","48,267 ","24,605 ","102,043 ","18,811 ","18,269 ","11,242 ","17,866 ","12,536 ","64,942 ","15,483 ","12,029 ","8,867 ","23,245 ","21,857 ","18,631 ","23,169 ","11,343 ","11,301 ","5,855 ","3,211 ","7,848 ","9,577 ","10,734 ","14,565 ","16,374 ","25,469 ","28,642 ","13,009 ","13,400 ","13,703 ","12,430 ","12,800 ","10,533 ","9,671 ",,,,,,,,,,,
2016/12/25,"5,279 ","10,848 ","22,447 ","51,724 ","15,088 ","10,279 ","8,447 ","3,658 ","2,633 ","8,679 ","2,111 ","3,575 ","14,443 ","6,706 ","15,839 ","5,665 ","6,181 ","4,404 ","7,555 ","4,527 ","6,346 ","6,872 ","2,983 ","34,835 ","2,824 ","22,633 ","10,099 ","14,270 ","16,714 ","16,026 ","8,639 ","33,752 ","18,326 ","24,284 ","28,896 ","4,672 ","32,461 ","23,414 ","21,941 ","19,321 ","11,988 ","205,104 ","40,846 ","16,638 ","22,694 ","38,330 ","43,295 ","28,721 ","24,326 ","8,712 ","25,060 ","6,564 ","7,262 ","15,752 ","10,699 ","3,381 ","2,028 ","10,039 ","8,542 ","6,031 ","55,289 ","7,197 ","12,202 ","6,916 ","18,821 ","15,642 ","32,375 ","68,659 ","36,175 ","22,164 ","32,474 ","90,822 ","16,200 ","32,422 ","38,998 ","20,906 ","85,094 ","16,108 ","14,971 ","9,285 ","16,125 ","12,096 ","56,599 ","12,857 ","11,669 ","7,199 ","19,079 ","19,133 ","16,595 ","20,644 ","9,015 ","9,854 ","5,214 ","2,903 ","4,258 ","8,523 ","9,152 ","12,808 ","14,423 ","21,419 ","24,972 ","11,653 ","11,373 ","12,252 ","10,832 ","11,173 ","9,189 ","8,897 ",,,,,,,,,,,
2016/12/26,"5,622 ","14,610 ","32,362 ","49,147 ","23,644 ","14,453 ","10,887 ","4,019 ","2,820 ","14,263 ","2,287 ","4,716 ","9,552 ","9,911 ","10,640 ","13,244 ","12,625 ","5,786 ","8,043 ","3,729 ","7,966 ","8,162 ","4,470 ","38,504 ","2,367 ","15,825 ","10,933 ","16,118 ","20,019 ","16,736 ","9,442 ","28,706 ","17,099 ","30,101 ","29,638 ","9,980 ","34,762 ","25,444 ","24,195 ","20,996 ","27,571 ","163,631 ","36,769 ","22,041 ","24,929 ","29,567 ","39,085 ","30,133 ","21,596 ","13,142 ","30,879 ","7,167 ","9,127 ","17,577 ","8,296 ","3,248 ","2,490 ","13,460 ","9,450 ","6,687 ","44,530 ","7,282 ","11,065 ","6,823 ","21,078 ","21,523 ","29,130 ","42,711 ","40,899 ","24,479 ","31,093 ","75,380 ","26,673 ","32,745 ","37,384 ","20,584 ","64,260 ","18,887 ","16,961 ","12,998 ","17,122 ","12,329 ","34,698 ","15,641 ","8,605 ","8,071 ","31,656 ","20,431 ","19,418 ","22,244 ","12,402 ","10,442 ","4,722 ","3,461 ","4,430 ","9,540 ","9,007 ","13,906 ","16,779 ","25,394 ","25,589 ","12,385 ","12,251 ","11,497 ","11,873 ","11,412 ","9,384 ","8,976 ",,,,,,,,,,,
