"日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2018/3/22,"5,668 ","16,249 ","44,685 ","47,147 ","28,249 ","15,857 ","12,350 ","4,269 ","3,223 ","16,144 ","2,261 ","4,748 ","7,843 ","11,616 ","10,987 ","19,602 ","17,536 ","5,797 ","8,669 ","3,201 ","8,533 ","8,880 ","4,928 ","28,832 ","2,560 ","12,190 ","12,094 ","17,050 ","22,406 ","17,617 ","9,656 ","28,960 ","18,958 ","34,426 ","31,763 ","11,751 ","39,056 ","28,122 ","26,363 ","21,928 ","27,605 ","142,092 ","40,142 ","24,642 ","25,680 ","27,680 ","37,314 ","30,210 ","24,490 ","13,546 ","33,887 ","7,973 ","8,986 ","20,196 ","6,493 ","3,481 ","3,187 ","14,165 ","10,310 ","7,571 ","41,153 ","8,136 ","12,830 ","7,232 ","23,124 ","22,525 ","28,042 ","40,697 ","42,340 ","27,650 ","30,188 ","66,272 ","26,110 ","34,085 ","38,161 ","23,767 ","61,121 ","21,330 ","17,182 ","15,626 ","17,375 ","11,880 ","29,418 ","19,186 ","8,571 ","11,277 ","42,447 ","26,325 ","25,703 ","25,102 ","13,832 ","12,039 ","4,633 ","5,077 ","6,350 ","10,466 ","9,760 ","12,429 ","18,704 ","32,206 ","26,656 ","12,810 ","13,336 ","12,895 ","12,334 ","12,574 ","9,956 ","8,895 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/23,"6,105 ","17,048 ","47,172 ","54,562 ","29,333 ","16,501 ","13,149 ","4,375 ","3,242 ","16,430 ","2,249 ","4,893 ","9,281 ","11,057 ","12,507 ","19,458 ","17,956 ","6,173 ","9,341 ","3,486 ","8,915 ","9,326 ","5,048 ","30,329 ","2,615 ","13,667 ","12,890 ","18,096 ","23,986 ","19,114 ","10,278 ","32,539 ","21,017 ","36,222 ","33,309 ","11,966 ","40,758 ","29,574 ","27,141 ","22,801 ","27,405 ","182,950 ","45,761 ","26,029 ","27,030 ","29,887 ","40,957 ","32,005 ","26,307 ","13,744 ","35,502 ","8,133 ","9,262 ","20,861 ","6,815 ","3,748 ","3,178 ","14,468 ","10,793 ","7,609 ","43,866 ","8,693 ","14,720 ","7,878 ","24,461 ","23,027 ","30,454 ","45,742 ","43,740 ","28,738 ","32,288 ","79,290 ","26,789 ","36,713 ","44,187 ","26,629 ","69,548 ","22,401 ","18,158 ","16,320 ","20,359 ","12,421 ","36,046 ","20,921 ","9,310 ","12,888 ","44,331 ","28,125 ","27,043 ","27,453 ","14,130 ","13,133 ","4,954 ","5,280 ","6,785 ","10,702 ","10,801 ","12,783 ","19,954 ","32,697 ","29,273 ","13,397 ","14,074 ","13,685 ","12,954 ","13,178 ","10,500 ","9,551 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/24,"4,830 ","11,509 ","28,500 ","54,923 ","21,759 ","11,657 ","9,831 ","5,699 ","2,669 ","11,399 ","1,842 ","3,850 ","15,682 ","10,546 ","13,340 ","7,831 ","7,917 ","4,470 ","8,377 ","4,149 ","6,063 ","7,079 ","2,385 ","19,136 ","2,511 ","18,262 ","11,180 ","14,783 ","18,338 ","18,476 ","9,166 ","37,288 ","21,139 ","29,873 ","28,379 ","6,241 ","35,286 ","25,662 ","22,222 ","20,596 ","14,745 ","183,748 ","46,726 ","21,874 ","19,542 ","32,147 ","46,129 ","30,804 ","22,295 ","10,121 ","29,176 ","6,496 ","6,440 ","18,338 ","8,357 ","3,570 ","2,069 ","10,968 ","9,935 ","7,785 ","52,497 ","6,924 ","12,520 ","7,815 ","20,058 ","16,853 ","29,713 ","43,623 ","35,221 ","23,657 ","32,683 ","87,460 ","19,031 ","38,187 ","40,273 ","23,839 ","58,985 ","16,378 ","15,415 ","11,098 ","15,633 ","11,883 ","34,106 ","15,436 ","14,161 ","11,443 ","23,509 ","20,724 ","18,690 ","22,885 ","10,062 ","10,849 ","4,523 ","2,900 ","6,502 ","8,355 ","10,381 ","10,746 ","15,334 ","23,773 ","26,335 ","11,072 ","11,465 ","11,776 ","10,294 ","11,566 ","8,830 ","8,077 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/25,"4,510 ","9,226 ","19,931 ","42,078 ","14,290 ","9,348 ","7,532 ","5,527 ","2,344 ","10,082 ","1,736 ","3,167 ","16,450 ","6,825 ","9,551 ","6,113 ","5,985 ","4,076 ","6,996 ","4,262 ","5,286 ","5,924 ","1,925 ","15,613 ","2,346 ","15,869 ","9,228 ","12,086 ","13,968 ","14,327 ","7,878 ","29,874 ","16,340 ","22,669 ","26,651 ","4,510 ","29,560 ","21,638 ","18,194 ","16,729 ","11,834 ","166,302 ","37,395 ","14,908 ","18,769 ","27,695 ","36,605 ","25,859 ","20,483 ","8,204 ","23,691 ","5,587 ","5,719 ","15,943 ","6,794 ","2,679 ","1,761 ","9,870 ","8,378 ","7,305 ","53,109 ","6,169 ","10,492 ","6,736 ","16,707 ","13,348 ","23,171 ","37,056 ","28,877 ","19,279 ","27,345 ","71,892 ","14,873 ","31,397 ","29,232 ","19,308 ","47,316 ","13,377 ","12,956 ","9,239 ","12,661 ","10,121 ","30,010 ","11,983 ","13,038 ","9,123 ","16,976 ","17,428 ","14,475 ","17,940 ","8,347 ","8,292 ","3,210 ","2,181 ","5,315 ","6,694 ","8,267 ","8,357 ","12,146 ","18,319 ","22,791 ","9,201 ","9,349 ","9,374 ","8,650 ","9,573 ","7,431 ","6,751 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/26,"5,661 ","15,691 ","42,372 ","43,859 ","26,578 ","15,149 ","11,769 ","4,235 ","3,081 ","15,744 ","2,125 ","4,636 ","6,706 ","10,611 ","9,955 ","19,013 ","17,050 ","5,396 ","8,433 ","3,226 ","8,597 ","8,292 ","4,827 ","27,056 ","2,367 ","11,995 ","11,776 ","16,547 ","21,405 ","17,155 ","9,241 ","27,394 ","17,583 ","32,368 ","29,126 ","11,311 ","37,406 ","26,984 ","25,368 ","21,270 ","26,165 ","140,086 ","36,750 ","24,154 ","24,484 ","26,229 ","35,331 ","28,616 ","22,950 ","13,286 ","33,307 ","7,675 ","8,529 ","19,372 ","5,350 ","3,430 ","3,137 ","13,962 ","10,284 ","7,467 ","39,917 ","7,841 ","12,689 ","7,333 ","22,631 ","21,794 ","26,770 ","39,751 ","40,431 ","26,827 ","29,201 ","65,424 ","23,107 ","31,260 ","36,393 ","22,742 ","59,956 ","19,953 ","16,678 ","14,951 ","16,463 ","10,952 ","33,040 ","18,160 ","7,923 ","11,467 ","40,644 ","25,321 ","25,200 ","24,291 ","13,824 ","11,518 ","4,512 ","4,967 ","6,115 ","10,158 ","9,533 ","12,117 ","17,956 ","29,552 ","25,109 ","12,711 ","13,195 ","12,484 ","12,032 ","12,236 ","9,862 ","8,613 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/27,"5,582 ","15,968 ","43,059 ","46,924 ","27,820 ","15,812 ","12,056 ","4,392 ","3,278 ","15,981 ","2,188 ","4,760 ","8,096 ","10,824 ","10,382 ","19,693 ","17,516 ","5,310 ","8,719 ","3,353 ","8,500 ","8,746 ","4,883 ","30,725 ","2,451 ","12,109 ","11,906 ","16,710 ","21,923 ","17,491 ","9,586 ","27,977 ","18,549 ","33,578 ","30,011 ","11,393 ","38,349 ","27,753 ","25,973 ","21,813 ","27,065 ","137,080 ","38,532 ","24,464 ","25,201 ","27,547 ","36,087 ","29,181 ","23,937 ","13,219 ","33,657 ","7,857 ","8,873 ","19,421 ","5,902 ","3,559 ","3,108 ","14,122 ","10,437 ","7,714 ","37,822 ","7,980 ","12,596 ","7,259 ","22,829 ","22,312 ","27,147 ","39,796 ","41,657 ","27,136 ","29,080 ","67,301 ","25,282 ","31,487 ","37,529 ","23,043 ","60,424 ","20,694 ","17,053 ","15,331 ","16,785 ","11,052 ","32,253 ","18,616 ","8,038 ","11,513 ","41,198 ","27,569 ","25,535 ","24,935 ","13,900 ","13,303 ","4,729 ","5,211 ","6,309 ","10,365 ","9,615 ","11,997 ","18,478 ","30,161 ","25,536 ","12,940 ","13,180 ","12,808 ","12,346 ","12,363 ","10,142 ","8,905 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/28,"5,494 ","16,472 ","44,197 ","47,441 ","28,121 ","15,870 ","12,043 ","4,482 ","3,213 ","16,267 ","2,312 ","4,768 ","8,150 ","10,888 ","10,498 ","19,456 ","17,689 ","5,479 ","8,887 ","3,470 ","8,758 ","8,727 ","4,892 ","31,835 ","2,426 ","12,457 ","12,074 ","17,148 ","21,855 ","17,384 ","9,636 ","29,094 ","18,547 ","33,815 ","30,017 ","11,883 ","38,292 ","28,299 ","26,029 ","21,822 ","27,941 ","139,999 ","39,647 ","24,835 ","25,267 ","27,719 ","36,234 ","29,449 ","24,317 ","13,662 ","34,433 ","8,027 ","8,777 ","19,558 ","5,907 ","3,629 ","3,176 ","14,413 ","10,389 ","8,135 ","38,832 ","7,988 ","12,895 ","7,563 ","22,822 ","22,110 ","27,819 ","40,378 ","41,818 ","27,422 ","29,092 ","67,906 ","26,206 ","32,526 ","39,070 ","23,634 ","60,694 ","21,230 ","17,207 ","15,606 ","17,250 ","11,461 ","28,322 ","19,049 ","8,360 ","11,863 ","41,507 ","26,204 ","25,820 ","25,178 ","13,865 ","11,832 ","4,563 ","5,073 ","6,341 ","10,218 ","9,849 ","12,011 ","18,174 ","30,938 ","25,778 ","12,969 ","13,257 ","12,979 ","12,233 ","12,667 ","10,020 ","8,827 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/29,"5,699 ","16,603 ","44,070 ","47,780 ","28,038 ","15,850 ","12,197 ","4,333 ","3,118 ","16,128 ","2,233 ","4,760 ","8,249 ","10,847 ","10,773 ","19,708 ","17,222 ","5,627 ","9,770 ","3,824 ","8,730 ","8,751 ","5,065 ","37,412 ","2,482 ","12,240 ","11,890 ","16,793 ","21,983 ","17,659 ","9,689 ","28,919 ","19,116 ","33,444 ","30,271 ","11,358 ","38,385 ","28,162 ","26,170 ","21,673 ","27,824 ","143,168 ","40,093 ","24,605 ","25,189 ","27,450 ","36,367 ","30,009 ","24,481 ","13,525 ","34,113 ","7,683 ","8,889 ","19,528 ","5,928 ","3,903 ","3,202 ","14,082 ","10,159 ","7,709 ","38,799 ","8,202 ","12,897 ","7,386 ","22,883 ","22,286 ","27,617 ","40,678 ","41,730 ","27,531 ","29,050 ","68,363 ","26,028 ","33,257 ","39,573 ","24,198 ","63,967 ","21,111 ","17,114 ","15,912 ","18,553 ","11,831 ","29,505 ","19,259 ","8,516 ","11,591 ","41,752 ","26,493 ","25,470 ","25,143 ","13,770 ","12,646 ","4,586 ","5,203 ","6,393 ","10,324 ","9,900 ","12,279 ","18,338 ","30,224 ","25,820 ","12,803 ","13,315 ","12,909 ","12,408 ","12,431 ","10,129 ","8,796 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/30,"6,296 ","16,838 ","45,534 ","52,667 ","28,935 ","16,510 ","12,528 ","4,402 ","3,160 ","17,051 ","2,310 ","4,865 ","8,216 ","10,632 ","11,617 ","19,520 ","17,805 ","6,029 ","10,134 ","3,348 ","8,913 ","9,048 ","4,966 ","32,298 ","2,420 ","12,689 ","12,244 ","17,366 ","22,656 ","18,010 ","10,137 ","31,234 ","20,503 ","35,043 ","33,210 ","11,628 ","39,656 ","28,717 ","26,360 ","21,922 ","27,594 ","164,015 ","43,944 ","25,517 ","25,967 ","28,344 ","37,296 ","30,656 ","25,817 ","13,320 ","34,427 ","7,926 ","9,016 ","20,453 ","6,334 ","3,740 ","3,121 ","13,582 ","10,521 ","7,655 ","39,256 ","8,319 ","13,674 ","7,622 ","23,269 ","22,603 ","29,022 ","43,043 ","42,253 ","27,923 ","30,049 ","76,167 ","26,912 ","36,062 ","43,261 ","26,536 ","67,708 ","21,885 ","17,668 ","16,107 ","19,218 ","11,882 ","30,729 ","20,126 ","8,821 ","12,539 ","42,962 ","28,828 ","26,818 ","26,323 ","11,608 ","12,693 ","4,766 ","5,192 ","6,489 ","10,246 ","10,204 ","12,465 ","18,966 ","31,076 ","27,127 ","13,238 ","13,433 ","12,905 ","12,379 ","12,743 ","10,123 ","9,064 ",0,0,0,0,0,0,0,0,0,0,0
2018/3/31,"5,943 ","14,803 ","40,016 ","54,620 ","26,156 ","13,179 ","11,223 ","4,731 ","3,153 ","14,525 ","1,974 ","4,563 ","11,242 ","8,604 ","12,653 ","13,753 ","14,346 ","5,699 ","9,980 ","3,669 ","7,482 ","8,405 ","4,318 ","23,553 ","2,625 ","14,830 ","11,265 ","16,294 ","19,700 ","16,297 ","9,684 ","31,544 ","19,653 ","30,159 ","32,510 ","8,520 ","37,173 ","27,170 ","24,042 ","21,092 ","17,989 ","170,234 ","46,709 ","22,675 ","23,502 ","29,223 ","36,817 ","30,856 ","24,559 ","11,924 ","31,343 ","6,766 ","7,227 ","20,073 ","7,240 ","3,710 ","2,063 ","11,068 ","9,975 ","8,914 ","41,067 ","8,294 ","12,943 ","7,619 ","22,294 ","18,555 ","29,131 ","44,004 ","38,616 ","26,172 ","32,418 ","83,126 ","23,699 ","34,100 ","43,674 ","27,048 ","68,366 ","20,192 ","16,762 ","14,152 ","18,082 ","12,344 ","33,455 ","18,597 ","11,338 ","12,407 ","38,682 ","34,726 ","23,955 ","26,317 ","8,524 ","13,215 ","4,567 ","4,340 ","6,430 ","9,471 ","10,693 ","12,265 ","17,879 ","30,324 ","27,797 ","12,384 ","13,247 ","13,114 ","11,604 ","12,275 ","9,622 ","8,723 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/1,"5,111 ","8,856 ","20,175 ","42,579 ","14,243 ","9,071 ","7,774 ","7,357 ","2,376 ","10,085 ","1,773 ","3,129 ","18,749 ","6,606 ","10,371 ","5,952 ","6,549 ","4,315 ","8,653 ","3,863 ","5,772 ","6,295 ","2,054 ","14,735 ","2,161 ","14,482 ","9,201 ","11,870 ","13,142 ","12,858 ","7,465 ","26,304 ","16,057 ","21,705 ","23,968 ","4,389 ","28,410 ","20,334 ","17,403 ","16,681 ","11,164 ","160,479 ","36,292 ","14,587 ","17,630 ","26,651 ","31,395 ","25,035 ","21,409 ","8,047 ","24,380 ","5,425 ","5,380 ","15,336 ","6,955 ","2,888 ","1,800 ","9,445 ","8,097 ","8,963 ","42,432 ","6,001 ","9,732 ","6,911 ","15,997 ","12,547 ","22,660 ","35,599 ","27,995 ","18,733 ","26,613 ","72,541 ","14,831 ","26,212 ","30,116 ","19,542 ","46,921 ","13,278 ","12,571 ","8,871 ","13,185 ","9,415 ","25,120 ","11,331 ","13,958 ","8,927 ","16,647 ","20,629 ","13,903 ","17,162 ","6,389 ","8,662 ","3,174 ","2,123 ","5,794 ","6,806 ","8,274 ","8,374 ","11,252 ","19,218 ","21,302 ","9,093 ","9,125 ","8,966 ","8,755 ","9,447 ","7,395 ","6,724 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/2,"6,137 ","15,013 ","40,956 ","44,444 ","26,888 ","12,796 ","11,484 ","4,236 ","3,034 ","15,596 ","2,137 ","4,636 ","7,640 ","8,107 ","9,976 ","17,980 ","16,816 ","5,527 ","8,846 ","3,254 ","8,459 ","8,443 ","4,711 ","27,450 ","2,257 ","11,711 ","11,352 ","16,179 ","20,849 ","15,055 ","8,928 ","22,348 ","16,756 ","29,870 ","28,257 ","8,920 ","36,471 ","26,391 ","24,722 ","20,132 ","26,763 ","149,024 ","35,720 ","24,025 ","24,103 ","26,299 ","29,076 ","26,692 ","22,536 ","13,158 ","33,537 ","7,482 ","8,611 ","18,777 ","5,398 ","3,310 ","3,057 ","13,435 ","9,861 ","7,379 ","33,541 ","7,799 ","12,109 ","7,189 ","21,848 ","21,800 ","26,122 ","39,016 ","39,579 ","25,998 ","28,142 ","63,861 ","23,655 ","30,247 ","36,794 ","22,139 ","59,458 ","19,936 ","16,494 ","14,752 ","16,763 ","10,916 ","27,163 ","17,892 ","8,125 ","11,387 ","39,871 ","25,030 ","23,941 ","23,751 ","7,525 ","11,153 ","4,329 ","4,884 ","5,945 ","9,620 ","9,253 ","11,241 ","17,127 ","28,843 ","23,246 ","12,367 ","12,738 ","11,896 ","11,799 ","11,965 ","9,356 ","8,495 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/3,"6,241 ","14,901 ","42,026 ","48,266 ","27,325 ","13,261 ","11,726 ","4,213 ","2,959 ","15,447 ","2,045 ","4,676 ","8,904 ","8,162 ","10,498 ","16,483 ","16,722 ","5,713 ","9,347 ","3,193 ","8,317 ","8,546 ","4,621 ","27,352 ","2,491 ","12,101 ","11,852 ","16,662 ","21,533 ","15,975 ","9,148 ","23,167 ","17,779 ","30,547 ","30,481 ","9,287 ","37,410 ","27,016 ","25,261 ","21,126 ","26,723 ","184,738 ","39,648 ","24,813 ","24,591 ","28,479 ","31,260 ","28,130 ","23,829 ","13,544 ","33,446 ","7,646 ","8,942 ","19,881 ","5,841 ","3,425 ","3,047 ","13,627 ","10,066 ","7,207 ","33,747 ","8,346 ","13,506 ","7,335 ","22,847 ","22,131 ","27,802 ","43,979 ","40,837 ","26,541 ","28,501 ","68,998 ","25,128 ","29,664 ","39,247 ","23,263 ","65,083 ","20,750 ","16,648 ","14,836 ","22,786 ","11,303 ","27,722 ","18,960 ","8,043 ","11,990 ","40,911 ","25,551 ","24,776 ","25,290 ","7,608 ","11,839 ","4,488 ","4,929 ","6,340 ","9,909 ","9,886 ","11,619 ","17,662 ","29,793 ","23,996 ","13,131 ","13,363 ","12,519 ","12,205 ","12,231 ","9,664 ","8,933 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/4,"5,810 ","8,319 ","19,804 ","45,069 ","13,253 ","8,751 ","7,695 ","6,450 ","2,040 ","8,871 ","1,840 ","3,528 ","22,875 ","5,243 ","9,658 ","4,927 ","5,623 ","3,430 ","7,899 ","4,091 ","4,688 ","6,451 ","2,063 ","16,041 ","1,872 ","18,189 ","8,933 ","11,327 ","13,030 ","12,313 ","6,846 ","23,004 ","13,318 ","18,590 ","20,666 ","4,016 ","27,116 ","18,945 ","17,348 ","16,323 ","9,627 ","181,219 ","35,547 ","15,254 ","14,639 ","24,850 ","36,606 ","27,216 ","17,778 ","7,296 ","22,074 ","4,973 ","5,292 ","14,951 ","7,195 ","2,641 ","2,404 ","8,191 ","7,649 ","7,884 ","47,707 ","5,894 ","10,508 ","6,150 ","15,414 ","13,898 ","23,344 ","39,378 ","27,043 ","17,882 ","28,966 ","76,032 ","11,638 ","23,908 ","31,110 ","18,350 ","51,011 ","12,212 ","12,324 ","7,888 ","19,346 ","9,857 ","23,344 ","11,609 ","7,821 ","9,530 ","17,562 ","15,720 ","14,035 ","19,463 ","5,496 ","10,257 ","3,440 ","2,016 ","7,703 ","6,286 ","8,739 ","8,258 ","10,602 ","17,069 ","19,390 ","9,117 ","9,399 ","8,723 ","8,273 ","9,282 ","7,063 ","6,543 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/5,"4,864 ","7,398 ","16,770 ","39,735 ","11,825 ","7,618 ","6,792 ","5,813 ","2,001 ","6,801 ","1,562 ","3,016 ","22,213 ","4,493 ","8,428 ","4,118 ","4,760 ","3,074 ","7,288 ","3,714 ","4,118 ","4,796 ","1,723 ","13,660 ","1,833 ","18,591 ","7,933 ","10,392 ","10,853 ","11,237 ","6,226 ","21,580 ","12,519 ","15,971 ","17,939 ","3,552 ","25,416 ","17,874 ","15,982 ","15,529 ","8,200 ","147,588 ","32,302 ","14,241 ","13,260 ","21,999 ","35,554 ","26,104 ","16,525 ","6,478 ","19,886 ","4,578 ","5,063 ","13,347 ","7,335 ","2,486 ","1,428 ","7,134 ","6,928 ","7,858 ","49,668 ","5,307 ","8,939 ","5,513 ","13,958 ","10,709 ","19,516 ","33,388 ","23,500 ","15,493 ","24,395 ","72,057 ","11,110 ","21,239 ","27,784 ","14,783 ","45,019 ","10,643 ","10,948 ","6,915 ","12,941 ","9,883 ","36,423 ","10,746 ","7,376 ","8,565 ","15,153 ","9,383 ","12,094 ","17,843 ","4,960 ","8,620 ","3,050 ","1,829 ","6,426 ","5,822 ","8,124 ","7,547 ","10,012 ","14,288 ","17,871 ","8,227 ","8,199 ","8,027 ","7,573 ","8,488 ","6,329 ","5,990 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/6,"4,683 ","8,199 ","19,991 ","49,566 ","14,364 ","8,408 ","7,171 ","3,912 ","1,754 ","8,717 ","1,398 ","2,782 ","13,871 ","5,370 ","9,230 ","4,844 ","5,509 ","3,421 ","7,609 ","2,888 ","4,734 ","5,504 ","2,027 ","13,722 ","1,970 ","12,918 ","8,572 ","11,053 ","12,783 ","12,300 ","7,130 ","24,245 ","14,501 ","19,485 ","22,210 ","4,005 ","28,504 ","19,816 ","17,938 ","16,910 ","17,511 ","161,990 ","37,938 ","20,238 ","16,138 ","22,958 ","34,080 ","28,298 ","19,653 ","9,052 ","23,601 ","5,176 ","5,536 ","14,338 ","8,709 ","2,622 ","2,200 ","7,766 ","7,529 ","6,109 ","40,829 ","5,962 ","9,961 ","5,674 ","15,607 ","14,305 ","23,610 ","36,931 ","27,600 ","18,224 ","26,953 ","84,580 ","11,878 ","25,771 ","34,418 ","18,117 ","51,491 ","12,431 ","12,661 ","7,966 ","13,134 ","8,475 ","39,485 ","12,648 ","7,692 ","9,360 ","18,431 ","12,502 ","14,494 ","18,744 ","5,984 ","7,491 ","3,266 ","2,094 ","5,699 ","6,625 ","9,300 ","8,537 ","12,104 ","17,661 ","19,545 ","9,061 ","9,226 ","9,485 ","8,803 ","9,483 ","6,552 ","6,428 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/7,"4,088 ","9,005 ","21,202 ","48,059 ","15,239 ","9,272 ","7,737 ","3,849 ","2,287 ","8,628 ","1,599 ","2,933 ","11,951 ","6,705 ","10,636 ","5,316 ","6,198 ","3,740 ","8,050 ","2,869 ","4,977 ","6,041 ","2,111 ","14,367 ","2,431 ","14,439 ","9,339 ","12,415 ","14,064 ","13,621 ","7,913 ","27,240 ","16,222 ","23,709 ","24,391 ","4,252 ","30,454 ","21,348 ","18,687 ","17,971 ","11,420 ","156,577 ","38,952 ","18,482 ","15,748 ","24,358 ","34,027 ","27,145 ","20,448 ","8,299 ","23,119 ","5,466 ","5,756 ","14,952 ","8,160 ","2,827 ","1,685 ","8,033 ","7,894 ","6,368 ","40,789 ","6,365 ","10,016 ","5,762 ","16,919 ","14,019 ","24,744 ","37,611 ","28,889 ","19,857 ","26,789 ","82,094 ","14,009 ","28,058 ","34,709 ","19,611 ","52,148 ","13,743 ","13,067 ","8,030 ","12,833 ","8,433 ","39,408 ","13,031 ","11,029 ","9,261 ","17,990 ","15,499 ","15,692 ","19,248 ","6,678 ","8,227 ","3,449 ","2,109 ","5,739 ","6,906 ","9,621 ","8,821 ","12,187 ","20,290 ","20,654 ","9,677 ","9,918 ","9,916 ","9,254 ","10,128 ","6,961 ","6,853 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/8,"5,187 ","8,291 ","17,554 ","39,543 ","13,104 ","8,548 ","7,205 ","4,026 ","2,290 ","9,838 ","1,759 ","3,068 ","14,364 ","6,443 ","9,816 ","5,622 ","6,370 ","4,166 ","7,717 ","4,191 ","5,205 ","5,852 ","1,978 ","15,375 ","2,298 ","14,703 ","8,925 ","12,193 ","13,654 ","13,942 ","7,979 ","28,259 ","14,892 ","20,303 ","22,513 ","4,463 ","29,008 ","20,512 ","18,070 ","17,231 ","10,102 ","151,867 ","32,668 ","14,331 ","17,206 ","28,084 ","33,145 ","27,477 ","19,712 ","7,585 ","23,463 ","5,668 ","5,257 ","15,665 ","6,624 ","2,670 ","1,654 ","8,951 ","8,081 ","7,790 ","49,511 ","6,284 ","9,805 ","5,451 ","16,099 ","12,512 ","22,436 ","35,620 ","28,094 ","18,816 ","24,101 ","67,119 ","12,649 ","26,280 ","27,212 ","17,345 ","45,100 ","13,140 ","12,137 ","8,324 ","12,376 ","9,705 ","34,607 ","10,896 ","11,704 ","8,886 ","14,904 ","10,956 ","13,932 ","15,761 ","8,253 ","7,914 ","3,352 ","2,056 ","6,769 ","6,498 ","7,877 ","8,163 ","10,841 ","16,877 ","19,466 ","9,042 ","9,058 ","8,965 ","8,828 ","9,227 ","7,297 ","6,971 ",0,0,0,0,0,0,0,0,0,0,0
2018/4/9,"5,610 ","15,085 ","40,591 ","41,838 ","26,510 ","14,726 ","11,604 ","3,868 ","3,161 ","15,838 ","2,161 ","4,567 ","6,262 ","10,664 ","9,496 ","18,725 ","16,672 ","5,623 ","8,472 ","3,303 ","8,455 ","8,278 ","4,605 ","26,540 ","2,322 ","11,207 ","10,320 ","16,617 ","21,621 ","17,258 ","9,226 ","27,109 ","17,135 ","32,601 ","26,718 ","11,184 ","37,156 ","27,048 ","25,666 ","21,179 ","27,083 ","129,633 ","33,190 ","22,996 ","24,079 ","26,935 ","32,635 ","28,065 ","23,163 ","13,398 ","33,660 ","7,458 ","8,377 ","19,138 ","4,871 ","3,417 ","3,123 ","13,738 ","10,040 ","7,103 ","36,642 ","7,949 ","12,445 ","7,104 ","22,298 ","21,998 ","26,486 ","38,784 ","40,132 ","26,491 ","26,762 ","57,711 ","20,345 ","29,326 ","34,480 ","20,570 ","57,879 ","19,901 ","16,470 ","14,916 ","15,910 ","10,811 ","24,772 ","17,537 ","7,622 ","10,971 ","38,892 ","24,065 ","23,977 ","23,091 ","13,817 ","11,433 ","4,474 ","4,833 ","6,068 ","9,981 ","9,388 ","11,567 ","17,084 ","28,717 ","22,128 ","12,579 ","12,819 ","12,121 ","12,083 ","12,288 ","9,638 ","8,661 ",0,0,0,0,0,0,0,0,0,0,0
