"日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2016/8/6,"5,034 ","11,148 ","24,299 ","58,484 ","15,663 ","9,930 ","8,543 ","4,101 ","2,524 ","9,230 ","1,628 ","3,021 ","8,891 ","6,228 ","13,747 ","6,230 ","6,936 ","4,165 ","7,441 ","3,527 ","5,745 ","6,748 ","2,341 ","17,085 ","2,174 ","10,459 ","9,573 ","13,148 ","15,138 ","15,190 ","8,344 ","29,308 ","18,971 ","26,566 ","30,123 ","4,610 ","31,797 ","23,059 ","20,086 ","18,406 ","14,386 ","181,478 ","42,212 ","25,587 ","18,129 ","24,974 ","35,224 ","28,376 ","20,497 ","9,000 ","25,596 ","5,754 ","5,684 ","14,923 ","5,719 ","3,116 ","1,901 ","8,389 ","8,606 ","6,398 ","38,843 ","6,006 ","12,757 ","7,021 ","18,336 ","14,196 ","28,986 ","45,516 ","32,935 ","22,238 ","26,854 ","89,232 ","17,579 ","37,018 ","42,650 ","23,244 ","58,151 ","14,918 ","14,630 ","9,721 ","13,810 ","8,046 ","33,709 ","13,608 ","8,520 ","16,272 ","22,592 ","17,236 ","16,659 ","18,401 ","7,002 ","11,845 ","3,991 ","2,539 ","4,082 ","7,523 ","10,696 ","12,331 ","13,504 ","19,807 ","25,395 ","10,221 ","10,873 ","11,032 ","10,060 ","10,730 ","7,740 ","7,528 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/7,"4,822 ","8,625 ","18,425 ","47,164 ","12,360 ","7,917 ","7,260 ","3,943 ","2,182 ","7,582 ","1,380 ","2,446 ","8,446 ","5,736 ","11,074 ","4,967 ","5,706 ","3,507 ","6,218 ","3,301 ","4,931 ","6,026 ","2,178 ","14,694 ","1,960 ","9,671 ","8,523 ","11,635 ","13,490 ","12,302 ","7,450 ","24,826 ","15,729 ","21,667 ","27,084 ","3,413 ","27,977 ","20,256 ","17,558 ","16,248 ","10,928 ","160,071 ","33,811 ","13,804 ","16,200 ","21,912 ","29,632 ","23,593 ","22,029 ","7,428 ","20,681 ","5,125 ","7,405 ","13,245 ","5,168 ","2,637 ","1,490 ","7,520 ","7,580 ","5,832 ","40,562 ","5,381 ","10,718 ","5,804 ","15,703 ","11,252 ","22,269 ","38,448 ","26,975 ","18,692 ","22,918 ","73,429 ","11,896 ","30,074 ","33,050 ","19,313 ","48,062 ","13,112 ","12,832 ","8,923 ","12,145 ","6,910 ","31,628 ","10,973 ","8,942 ","5,173 ","16,395 ","14,840 ","13,538 ","14,257 ","6,186 ","9,175 ","3,056 ","2,043 ","3,387 ","6,674 ","7,730 ","7,579 ","11,190 ","16,906 ","21,305 ","8,343 ","8,750 ","9,270 ","8,300 ","9,158 ","6,422 ","6,396 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/8,"5,790 ","15,064 ","38,430 ","49,633 ","21,515 ","13,743 ","11,126 ","3,896 ","2,865 ","15,129 ","2,029 ","3,806 ","5,156 ","8,106 ","10,708 ","16,808 ","14,552 ","5,052 ","7,781 ","3,271 ","7,493 ","7,716 ","4,716 ","25,640 ","2,194 ","9,647 ","11,037 ","15,392 ","19,714 ","14,152 ","8,731 ","25,798 ","17,306 ","32,450 ","27,668 ","8,096 ","35,102 ","25,887 ","24,001 ","20,377 ","26,693 ","147,097 ","36,415 ","24,143 ","22,423 ","23,184 ","29,210 ","26,144 ","22,346 ","11,739 ","30,242 ","6,907 ","10,059 ","17,307 ","4,914 ","3,220 ","2,677 ","11,250 ","9,455 ","6,448 ","33,461 ","6,622 ","12,315 ","7,011 ","19,814 ","18,090 ","26,568 ","39,902 ","37,055 ","25,745 ","25,656 ","68,324 ","19,637 ","31,748 ","39,329 ","23,158 ","58,827 ","18,404 ","15,977 ","14,835 ","14,554 ","9,379 ","31,759 ","17,046 ","7,901 ","7,677 ","38,394 ","20,266 ","22,181 ","21,176 ","8,208 ","10,767 ","4,149 ","4,058 ","4,001 ","8,429 ","8,701 ","10,249 ","16,110 ","27,236 ","24,243 ","10,918 ","11,670 ","11,801 ","11,141 ","11,132 ","7,943 ","7,723 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/9,"6,152 ","15,899 ","40,870 ","53,264 ","22,643 ","14,463 ","11,648 ","3,945 ","2,852 ","13,436 ","2,061 ","3,969 ","7,508 ","8,893 ","12,033 ","17,656 ","15,520 ","5,145 ","7,991 ","3,568 ","8,075 ","7,983 ","4,816 ","26,740 ","2,189 ","10,247 ","11,275 ","16,010 ","19,811 ","14,330 ","9,008 ","27,998 ","18,576 ","34,138 ","29,822 ","8,605 ","35,846 ","27,188 ","24,509 ","20,576 ","26,909 ","154,111 ","40,233 ","24,617 ","23,276 ","25,939 ","32,077 ","28,576 ","23,166 ","12,161 ","30,639 ","7,112 ","10,227 ","17,771 ","5,361 ","3,516 ","2,707 ","11,424 ","9,830 ","6,763 ","36,181 ","6,894 ","12,734 ","6,826 ","20,151 ","18,616 ","28,038 ","41,165 ","38,480 ","26,114 ","26,654 ","73,098 ","21,249 ","33,777 ","43,656 ","24,950 ","61,980 ","19,218 ","16,182 ","15,171 ","15,084 ","10,085 ","29,436 ","17,890 ","8,688 ","8,256 ","40,639 ","21,415 ","22,944 ","22,765 ","9,327 ","11,676 ","4,269 ","4,285 ","4,282 ","8,783 ","9,148 ","10,770 ","16,415 ","28,475 ","25,779 ","11,228 ","11,705 ","12,315 ","11,235 ","11,318 ","8,064 ","7,952 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/10,"6,019 ","16,222 ","40,610 ","52,961 ","22,760 ","15,067 ","11,896 ","4,282 ","2,919 ","13,948 ","2,102 ","3,921 ","7,667 ","8,688 ","11,389 ","17,755 ","15,305 ","5,149 ","8,285 ","3,515 ","8,265 ","8,067 ","4,852 ","27,180 ","2,272 ","10,337 ","11,732 ","16,156 ","20,250 ","15,152 ","9,407 ","28,335 ","19,055 ","34,239 ","30,575 ","8,710 ","37,095 ","27,882 ","25,424 ","21,240 ","27,522 ","156,709 ","40,761 ","24,658 ","24,002 ","25,697 ","31,377 ","28,820 ","24,572 ","12,359 ","31,469 ","7,280 ","10,248 ","17,694 ","5,795 ","3,673 ","2,869 ","11,451 ","9,635 ","6,874 ","35,737 ","7,005 ","13,150 ","6,899 ","20,527 ","19,044 ","28,799 ","41,945 ","39,234 ","27,092 ","26,499 ","73,911 ","22,432 ","34,752 ","44,204 ","24,978 ","62,170 ","20,142 ","16,643 ","15,743 ","15,390 ","9,808 ","30,306 ","18,317 ","8,614 ","8,329 ","41,425 ","21,755 ","23,799 ","22,397 ","8,832 ","11,411 ","4,407 ","4,283 ","4,489 ","9,177 ","9,539 ","10,833 ","17,150 ","29,325 ","26,327 ","11,619 ","12,043 ","12,593 ","11,716 ","11,981 ","8,379 ","8,133 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/11,"6,267 ","16,758 ","41,550 ","54,228 ","23,471 ","14,524 ","11,892 ","4,028 ","2,905 ","13,413 ","2,147 ","3,741 ","6,078 ","8,655 ","11,636 ","18,727 ","15,470 ","5,049 ","8,050 ","3,440 ","7,876 ","8,040 ","4,924 ","27,926 ","2,285 ","9,983 ","11,658 ","15,932 ","20,053 ","14,649 ","9,232 ","28,130 ","19,830 ","34,948 ","30,309 ","8,649 ","36,934 ","27,556 ","25,136 ","20,896 ","27,109 ","159,029 ","41,596 ","25,038 ","23,670 ","25,943 ","33,178 ","29,144 ","23,202 ","11,749 ","30,617 ","7,181 ","10,335 ","17,422 ","5,474 ","3,601 ","2,802 ","11,379 ","9,622 ","6,535 ","32,810 ","6,862 ","12,455 ","6,720 ","20,413 ","18,499 ","28,115 ","41,424 ","38,651 ","26,828 ","26,403 ","75,703 ","23,356 ","36,779 ","44,577 ","25,545 ","63,226 ","19,496 ","17,204 ","15,591 ","15,337 ","9,949 ","39,550 ","18,318 ","8,427 ","8,353 ","42,262 ","22,374 ","23,507 ","23,089 ","8,686 ","11,440 ","4,420 ","4,425 ","4,290 ","8,970 ","9,525 ","11,109 ","17,609 ","29,779 ","27,066 ","11,489 ","11,896 ","12,361 ","11,478 ","11,545 ","8,007 ","7,839 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/12,"6,942 ","16,651 ","42,416 ","59,803 ","23,833 ","14,853 ","12,123 ","4,042 ","2,885 ","13,415 ","2,110 ","3,774 ","8,356 ","8,767 ","12,761 ","18,092 ","15,491 ","5,264 ","8,675 ","3,918 ","8,078 ","8,202 ","4,847 ","31,800 ","2,598 ","10,908 ","12,031 ","16,537 ","21,599 ","15,340 ","9,422 ","30,164 ","20,047 ","34,200 ","31,872 ","8,639 ","37,878 ","28,493 ","25,522 ","21,424 ","27,461 ","191,133 ","46,359 ","26,397 ","24,873 ","28,325 ","35,636 ","31,068 ","24,471 ","12,187 ","31,584 ","7,359 ","10,713 ","18,502 ","5,953 ","3,768 ","2,930 ","11,283 ","10,021 ","6,907 ","37,375 ","7,314 ","13,969 ","7,388 ","21,273 ","18,678 ","30,110 ","45,855 ","39,534 ","27,743 ","28,424 ","84,909 ","23,397 ","38,346 ","48,910 ","27,904 ","71,941 ","19,861 ","17,557 ","15,985 ","17,961 ","10,732 ","44,328 ","19,318 ","10,006 ","9,056 ","42,807 ","22,494 ","24,259 ","24,590 ","8,433 ","11,924 ","4,611 ","4,501 ","4,581 ","10,319 ","9,974 ","11,269 ","18,015 ","29,982 ","28,911 ","11,972 ","12,708 ","12,482 ","11,754 ","11,938 ","8,345 ","8,301 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/13,"5,781 ","11,386 ","25,454 ","58,682 ","16,974 ","10,809 ","8,759 ","4,090 ","2,484 ","11,855 ","1,636 ","3,099 ","11,303 ","7,461 ","13,244 ","6,155 ","6,912 ","4,313 ","7,423 ","4,321 ","6,001 ","6,779 ","2,242 ","22,819 ","3,060 ","11,153 ","9,729 ","12,964 ","15,366 ","15,165 ","7,980 ","43,496 ","20,579 ","27,112 ","26,838 ","4,515 ","32,265 ","23,743 ","20,804 ","18,842 ","14,876 ","193,131 ","45,559 ","20,996 ","18,401 ","30,341 ","37,961 ","30,245 ","20,389 ","8,991 ","25,655 ","5,771 ","8,195 ","14,930 ","6,800 ","3,079 ","1,828 ","8,742 ","9,191 ","7,227 ","44,699 ","5,962 ","12,330 ","6,590 ","18,113 ","14,696 ","28,863 ","42,234 ","32,768 ","21,969 ","27,790 ","95,829 ","16,652 ","41,290 ","43,304 ","24,037 ","64,504 ","14,672 ","16,360 ","9,911 ","15,610 ","8,184 ","45,966 ","14,239 ","13,023 ","6,912 ","23,350 ","20,045 ","17,325 ","19,536 ","7,451 ","10,261 ","3,895 ","2,553 ","4,312 ","9,055 ","9,191 ","9,623 ","14,375 ","21,169 ","27,926 ","10,510 ","10,611 ","10,961 ","10,101 ","11,025 ","7,386 ","7,642 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/14,"5,374 ","9,137 ","18,809 ","48,337 ","13,160 ","8,404 ","7,544 ","3,914 ","2,205 ","10,474 ","1,480 ","2,777 ","12,577 ","6,328 ","11,317 ","5,499 ","5,920 ","4,139 ","6,463 ","4,221 ","5,307 ","5,912 ","2,043 ","19,011 ","3,692 ","10,682 ","8,701 ","11,669 ","13,224 ","13,839 ","7,638 ","36,058 ","17,312 ","21,754 ","24,747 ","3,748 ","28,813 ","20,907 ","17,909 ","16,814 ","11,320 ","182,082 ","37,521 ","14,989 ","17,623 ","24,684 ","33,674 ","26,328 ","21,878 ","7,438 ","20,955 ","5,104 ","4,821 ","13,862 ","6,300 ","2,801 ","1,675 ","7,893 ","7,613 ","6,344 ","47,007 ","5,815 ","10,978 ","5,834 ","15,949 ","11,555 ","24,181 ","38,320 ","27,705 ","18,815 ","25,003 ","77,826 ","15,187 ","35,271 ","34,454 ","19,099 ","52,547 ","13,728 ","14,558 ","8,966 ","13,212 ","7,887 ","41,049 ","11,338 ","11,988 ","5,697 ","17,654 ","13,836 ","14,595 ","15,690 ","6,590 ","8,811 ","3,393 ","2,205 ","3,566 ","6,497 ","8,060 ","7,786 ","11,635 ","17,215 ","24,215 ","9,129 ","9,167 ","9,440 ","8,906 ","9,124 ","6,753 ","6,673 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/15,"6,571 ","15,555 ","38,975 ","51,155 ","21,831 ","14,180 ","11,301 ","3,955 ","2,913 ","13,633 ","2,048 ","3,785 ","6,484 ","8,367 ","10,920 ","17,222 ","14,722 ","4,968 ","7,785 ","3,587 ","7,717 ","7,897 ","4,626 ","29,462 ","2,097 ","9,990 ","11,228 ","15,841 ","19,296 ","14,860 ","8,790 ","27,546 ","18,418 ","32,969 ","29,482 ","8,113 ","35,238 ","26,670 ","24,781 ","20,412 ","26,509 ","162,571 ","39,780 ","24,700 ","22,880 ","24,215 ","32,531 ","27,468 ","22,058 ","11,955 ","30,697 ","7,037 ","8,114 ","16,838 ","5,593 ","3,240 ","2,821 ","10,923 ","9,439 ","6,612 ","36,048 ","6,831 ","12,630 ","7,009 ","20,012 ","18,157 ","27,679 ","40,398 ","37,251 ","25,689 ","26,969 ","73,149 ","21,323 ","35,471 ","41,536 ","24,022 ","61,329 ","18,698 ","15,870 ","14,932 ","15,289 ","9,973 ","37,929 ","17,446 ","7,826 ","8,358 ","39,592 ","20,794 ","22,708 ","22,261 ","8,581 ","10,982 ","4,208 ","4,130 ","4,195 ","8,749 ","8,991 ","10,396 ","16,543 ","27,694 ","25,755 ","11,318 ","11,728 ","12,072 ","11,005 ","11,220 ","8,014 ","7,920 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/16,"6,232 ","16,162 ","39,921 ","51,551 ","22,596 ","14,294 ","11,501 ","3,875 ","2,893 ","13,195 ","2,069 ","3,989 ","8,804 ","8,819 ","10,893 ","17,599 ","15,219 ","5,113 ","8,002 ","3,763 ","7,773 ","7,725 ","4,646 ","28,892 ","2,230 ","10,116 ","11,246 ","16,339 ","19,655 ","14,242 ","8,785 ","27,805 ","18,367 ","33,613 ","30,130 ","8,534 ","35,326 ","27,032 ","24,459 ","20,601 ","26,844 ","157,846 ","39,930 ","24,501 ","22,805 ","25,466 ","32,917 ","28,079 ","22,689 ","12,155 ","30,158 ","7,182 ","8,262 ","17,558 ","6,468 ","3,470 ","2,769 ","11,005 ","9,523 ","6,766 ","35,067 ","6,834 ","12,789 ","6,812 ","20,101 ","19,022 ","27,848 ","40,286 ","39,220 ","26,070 ","26,297 ","71,989 ","22,532 ","34,722 ","42,591 ","25,246 ","60,580 ","19,283 ","16,005 ","15,055 ","16,345 ","9,764 ","36,041 ","17,710 ","7,897 ","8,339 ","39,535 ","21,276 ","22,468 ","22,521 ","8,579 ","11,210 ","4,299 ","4,235 ","4,433 ","8,979 ","9,109 ","10,650 ","16,520 ","27,939 ","25,940 ","11,370 ","11,591 ","11,809 ","11,096 ","11,142 ","7,987 ","8,118 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/17,"6,006 ","15,773 ","38,706 ","48,596 ","22,884 ","14,385 ","11,335 ","3,870 ","2,871 ","13,490 ","2,098 ","3,780 ","7,250 ","8,215 ","11,411 ","17,325 ","15,052 ","4,948 ","7,776 ","3,533 ","7,645 ","7,826 ","4,653 ","26,027 ","2,222 ","9,659 ","10,926 ","15,653 ","18,912 ","13,965 ","8,639 ","26,729 ","18,480 ","32,759 ","28,909 ","7,883 ","34,507 ","26,290 ","24,107 ","19,878 ","26,241 ","145,247 ","38,883 ","23,648 ","22,574 ","24,440 ","31,768 ","26,969 ","22,220 ","11,589 ","29,711 ","7,198 ","8,128 ","16,754 ","6,911 ","3,342 ","2,675 ","10,740 ","9,101 ","6,485 ","33,125 ","6,823 ","11,969 ","6,688 ","19,612 ","17,717 ","27,084 ","38,373 ","36,823 ","25,685 ","25,999 ","69,178 ","22,553 ","32,721 ","41,038 ","23,855 ","57,843 ","18,884 ","15,238 ","15,146 ","14,429 ","9,749 ","28,618 ","17,357 ","7,635 ","7,947 ","39,827 ","22,331 ","22,517 ","22,729 ","8,263 ","10,863 ","4,300 ","4,089 ","4,292 ","8,652 ","8,932 ","10,093 ","16,280 ","27,780 ","25,901 ","10,895 ","11,859 ","11,716 ","10,991 ","11,062 ","7,942 ","7,680 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/18,"6,492 ","16,567 ","40,655 ","52,958 ","23,442 ","14,497 ","11,642 ","3,829 ","2,871 ","13,471 ","2,098 ","3,947 ","8,343 ","8,688 ","11,478 ","17,812 ","15,529 ","5,052 ","7,994 ","3,867 ","7,898 ","8,137 ","4,733 ","26,541 ","2,307 ","10,371 ","11,508 ","16,237 ","19,886 ","14,818 ","8,934 ","27,941 ","19,526 ","34,234 ","30,626 ","8,079 ","36,189 ","27,009 ","24,805 ","20,732 ","27,105 ","158,894 ","41,213 ","24,421 ","23,645 ","25,864 ","34,876 ","29,472 ","23,214 ","12,326 ","31,223 ","7,305 ","8,467 ","17,617 ","8,130 ","3,434 ","2,871 ","11,160 ","9,458 ","6,700 ","36,334 ","6,901 ","12,958 ","6,778 ","21,001 ","18,589 ","28,310 ","41,685 ","38,462 ","26,698 ","26,925 ","73,811 ","21,763 ","36,531 ","43,854 ","25,155 ","62,594 ","19,410 ","16,059 ","15,395 ","15,032 ","10,324 ","30,669 ","18,135 ","8,027 ","8,176 ","41,118 ","21,530 ","23,257 ","22,717 ","8,872 ","11,519 ","4,414 ","4,350 ","4,470 ","9,073 ","9,323 ","10,880 ","17,466 ","28,818 ","26,664 ","11,647 ","11,985 ","11,916 ","11,193 ","11,573 ","8,084 ","7,934 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/19,"6,954 ","16,596 ","42,160 ","57,472 ","23,296 ","14,959 ","11,993 ","3,900 ","2,900 ","13,574 ","2,177 ","4,022 ","8,606 ","8,514 ","12,926 ","17,559 ","15,356 ","5,108 ","8,386 ","3,930 ","7,756 ","8,335 ","4,901 ","27,468 ","2,306 ","10,707 ","11,885 ","16,587 ","20,495 ","15,220 ","9,155 ","30,419 ","19,981 ","34,315 ","32,777 ","8,395 ","36,994 ","27,956 ","25,335 ","21,283 ","27,243 ","184,709 ","45,309 ","25,653 ","24,097 ","26,660 ","35,694 ","30,633 ","24,338 ","12,422 ","31,244 ","7,544 ","8,675 ","18,478 ","10,028 ","3,594 ","2,660 ","11,176 ","9,864 ","6,947 ","38,075 ","7,366 ","13,738 ","7,147 ","21,063 ","18,752 ","29,936 ","45,922 ","39,244 ","27,745 ","27,671 ","80,351 ","22,303 ","38,755 ","48,146 ","27,996 ","69,346 ","19,466 ","17,091 ","15,835 ","17,063 ","10,440 ","33,679 ","19,030 ","8,509 ","8,865 ","42,116 ","21,750 ","23,969 ","23,723 ","8,175 ","11,580 ","4,576 ","4,394 ","4,477 ","9,311 ","9,897 ","11,115 ","17,602 ","29,612 ","27,511 ","11,833 ","12,244 ","12,538 ","11,420 ","11,645 ","8,352 ","8,110 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/20,"5,412 ","11,533 ","25,122 ","57,791 ","17,106 ","10,504 ","8,912 ","3,578 ","2,437 ","9,616 ","1,633 ","3,135 ","12,913 ","7,002 ","12,235 ","6,394 ","7,117 ","4,894 ","7,433 ","4,360 ","5,904 ","6,612 ","2,474 ","17,582 ","2,290 ","10,921 ","9,617 ","13,265 ","15,225 ","15,409 ","8,319 ","32,501 ","20,174 ","27,194 ","26,822 ","4,305 ","32,364 ","23,714 ","20,615 ","18,440 ","15,241 ","185,893 ","44,064 ","21,061 ","18,027 ","27,359 ","39,596 ","30,342 ","20,577 ","9,108 ","26,455 ","6,058 ","5,974 ","16,688 ","17,192 ","3,160 ","1,859 ","8,348 ","8,714 ","6,467 ","46,922 ","5,853 ","12,348 ","6,285 ","17,417 ","14,165 ","28,730 ","42,435 ","33,048 ","22,083 ","26,600 ","84,692 ","16,968 ","40,163 ","44,392 ","25,829 ","63,571 ","14,911 ","15,528 ","9,815 ","14,001 ","8,997 ","40,298 ","13,948 ","10,816 ","6,925 ","23,000 ","19,684 ","16,788 ","19,462 ","7,493 ","11,604 ","4,148 ","2,353 ","4,244 ","8,781 ","9,388 ","9,740 ","13,829 ","20,362 ","25,839 ","10,308 ","10,485 ","10,836 ","10,378 ","10,622 ","7,534 ","7,374 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/21,"5,466 ","10,117 ","18,619 ","46,021 ","13,427 ","8,487 ","7,386 ","3,312 ","2,121 ","8,524 ","1,499 ","3,074 ","11,921 ","6,220 ","11,525 ","5,285 ","6,071 ","3,813 ","6,183 ","4,387 ","5,064 ","5,870 ","2,039 ","14,624 ","2,353 ","11,024 ","8,785 ","11,610 ","13,436 ","13,939 ","7,546 ","27,509 ","16,384 ","21,464 ","24,106 ","3,898 ","28,573 ","21,070 ","17,636 ","16,926 ","11,730 ","174,242 ","35,567 ","14,691 ","17,572 ","24,271 ","34,249 ","25,928 ","21,884 ","7,689 ","21,809 ","5,427 ","5,104 ","15,990 ","18,652 ","2,703 ","1,747 ","7,941 ","7,755 ","6,292 ","44,681 ","5,440 ","11,203 ","5,283 ","16,021 ","11,279 ","23,864 ","38,204 ","28,085 ","19,247 ","23,602 ","73,884 ","13,530 ","35,048 ","33,716 ","20,843 ","51,502 ","12,859 ","13,098 ","8,775 ","12,556 ","8,104 ","28,344 ","11,103 ","10,173 ","5,649 ","17,056 ","16,194 ","14,416 ","15,202 ","6,590 ","9,223 ","3,483 ","2,104 ","3,555 ","7,032 ","7,815 ","7,903 ","11,548 ","16,662 ","22,818 ","9,177 ","8,964 ","9,228 ","8,838 ","9,030 ","6,710 ","6,902 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/22,"6,295 ","15,347 ","38,086 ","48,436 ","21,632 ","13,502 ","10,885 ","3,652 ","2,838 ","13,488 ","2,072 ","3,594 ","6,613 ","8,068 ","10,499 ","17,068 ","14,359 ","4,938 ","7,628 ","3,765 ","7,414 ","7,554 ","4,513 ","25,647 ","2,977 ","10,393 ","11,261 ","15,464 ","19,269 ","15,493 ","8,731 ","27,107 ","17,814 ","31,763 ","28,383 ","8,127 ","35,179 ","25,709 ","24,549 ","20,409 ","26,213 ","154,428 ","36,895 ","23,931 ","22,745 ","24,060 ","32,324 ","27,438 ","22,053 ","11,645 ","31,189 ","6,925 ","8,076 ","17,338 ","12,009 ","3,228 ","2,744 ","10,435 ","9,448 ","6,454 ","36,438 ","6,722 ","12,648 ","6,714 ","20,259 ","18,334 ","26,960 ","41,166 ","37,115 ","25,558 ","26,152 ","71,576 ","19,278 ","35,188 ","40,228 ","23,938 ","60,038 ","17,800 ","15,740 ","14,769 ","14,362 ","9,788 ","29,043 ","17,126 ","7,503 ","7,919 ","39,037 ","20,304 ","22,519 ","21,566 ","7,488 ","10,385 ","4,077 ","3,997 ","4,165 ","8,589 ","9,232 ","10,019 ","16,054 ","27,067 ","24,419 ","11,149 ","11,382 ","11,610 ","10,948 ","10,922 ","7,839 ","7,756 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/23,"5,714 ","15,885 ","39,727 ","51,158 ","22,593 ","14,496 ","11,559 ","3,814 ","3,457 ","13,331 ","2,142 ","3,640 ","9,045 ","8,460 ","11,026 ","18,314 ","15,218 ","5,515 ","7,886 ","3,755 ","7,578 ","8,147 ","4,661 ","27,156 ","3,012 ","10,527 ","11,312 ","16,219 ","19,885 ","14,392 ","9,075 ","28,150 ","18,592 ","33,072 ","30,358 ","8,378 ","35,810 ","27,285 ","24,874 ","20,628 ","27,150 ","152,890 ","39,578 ","24,452 ","22,743 ","26,119 ","34,381 ","28,849 ","22,889 ","11,997 ","30,689 ","7,279 ","8,339 ","18,396 ","12,960 ","3,350 ","2,858 ","10,886 ","9,863 ","6,538 ","36,635 ","6,852 ","13,038 ","6,913 ","20,622 ","18,372 ","27,932 ","40,813 ","37,985 ","25,929 ","26,753 ","70,802 ","20,977 ","35,203 ","41,841 ","25,069 ","60,678 ","19,102 ","16,288 ","14,866 ","15,259 ","10,100 ","29,820 ","17,576 ","8,055 ","8,181 ","40,086 ","20,596 ","22,934 ","22,079 ","7,777 ","10,993 ","4,110 ","4,306 ","4,299 ","8,786 ","9,340 ","10,717 ","16,748 ","27,872 ","25,939 ","11,373 ","11,879 ","11,936 ","11,372 ","11,258 ","8,029 ","7,861 ",0,0,0,0,0,0,0,0,0,0,0
2016/8/24,"6,003 ","15,932 ","39,874 ","51,864 ","24,492 ","14,648 ","11,575 ","3,900 ","4,283 ","13,699 ","2,132 ","4,091 ","8,103 ","8,160 ","11,581 ","18,536 ","15,809 ","5,618 ","8,061 ","3,809 ","7,960 ","8,260 ","4,820 ","30,574 ","3,031 ","11,644 ","11,688 ","16,284 ","19,886 ","14,622 ","9,262 ","28,251 ","18,879 ","33,475 ","29,911 ","8,537 ","36,346 ","28,262 ","25,173 ","20,948 ","27,697 ","155,645 ","40,269 ","24,688 ","23,604 ","25,665 ","34,420 ","28,730 ","25,232 ","12,461 ","30,945 ","7,321 ","8,403 ","18,322 ","13,156 ","3,511 ","2,922 ","11,238 ","9,763 ","6,672 ","36,873 ","7,067 ","13,059 ","7,067 ","20,680 ","18,888 ","28,804 ","41,824 ","39,116 ","27,010 ","26,644 ","73,045 ","22,669 ","35,604 ","42,660 ","25,928 ","61,574 ","19,763 ","16,087 ","15,277 ","15,779 ","10,384 ","29,365 ","18,134 ","7,990 ","8,533 ","40,135 ","21,202 ","23,444 ","22,059 ","7,843 ","11,070 ","4,156 ","4,344 ","4,521 ","8,934 ","9,458 ","10,749 ","17,103 ","27,841 ","25,641 ","11,745 ","12,136 ","11,937 ","11,269 ","11,244 ","8,708 ","8,037 ",0,0,0,0,0,0,0,0,0,0,0
